lot,wafer,x,y,hbin,sbin,leakage,voltage,frequency
EDGE-LOT-01,W01,-4,-7,1,10,5.14,1.61,1968.52
EDGE-LOT-01,W01,-4,-6,1,10,2.41,1.74,2081.03
EDGE-LOT-01,W01,-4,-5,1,10,1.8,1.76,2132.84
EDGE-LOT-01,W01,-4,-4,1,10,2.59,1.84,2084.17
EDGE-LOT-01,W01,-4,-3,1,10,2.45,1.76,2098.17
EDGE-LOT-01,W01,-4,-2,1,10,3.13,1.75,2079.84
EDGE-LOT-01,W01,-4,-1,1,10,2.86,1.79,2112.63
EDGE-LOT-01,W01,-4,0,1,10,2.3,1.75,2131
EDGE-LOT-01,W01,-4,1,1,10,2.56,1.78,2107.55
EDGE-LOT-01,W01,-4,2,1,10,2.72,1.8,2093.06
EDGE-LOT-01,W01,-4,3,1,10,2.95,1.82,2076.02
EDGE-LOT-01,W01,-4,4,1,10,2.45,1.87,2097.88
EDGE-LOT-01,W01,-4,5,1,11,2.68,1.8,2078.75
EDGE-LOT-01,W01,-4,6,1,10,2.57,1.74,2100.24
EDGE-LOT-01,W01,-4,7,1,10,2.31,1.7,2011.8
EDGE-LOT-01,W01,-3,-7,3,31,4.13,1.74,2093.93
EDGE-LOT-01,W01,-3,-6,1,10,2.43,1.86,2041.95
EDGE-LOT-01,W01,-3,-5,1,10,2.87,1.86,2067.86
EDGE-LOT-01,W01,-3,-4,1,10,2.47,1.75,2096.53
EDGE-LOT-01,W01,-3,-3,1,10,1.91,1.82,2078.82
EDGE-LOT-01,W01,-3,-2,1,10,2.64,1.77,2091.26
EDGE-LOT-01,W01,-3,-1,1,10,2.92,1.78,2041.23
EDGE-LOT-01,W01,-3,0,1,10,2.28,1.68,2146.58
EDGE-LOT-01,W01,-3,1,1,10,2.7,1.83,2123.3
EDGE-LOT-01,W01,-3,2,1,10,2.37,1.77,2100.76
EDGE-LOT-01,W01,-3,3,1,10,2.29,1.76,2120.74
EDGE-LOT-01,W01,-3,4,1,10,2.16,1.82,2129.98
EDGE-LOT-01,W01,-3,5,1,10,3.03,1.75,2144.74
EDGE-LOT-01,W01,-3,6,1,10,1.77,1.83,2085.02
EDGE-LOT-01,W01,-3,7,1,10,3.83,1.74,2033.76
EDGE-LOT-01,W01,-2,-8,2,21,4.83,1.62,2014.18
EDGE-LOT-01,W01,-2,-7,1,10,3.3,1.81,2085.86
EDGE-LOT-01,W01,-2,-6,1,10,1.94,1.79,2065.29
EDGE-LOT-01,W01,-2,-5,1,10,2.26,1.78,2120.38
EDGE-LOT-01,W01,-2,-4,1,10,2.12,1.8,2078.88
EDGE-LOT-01,W01,-2,-3,1,10,2.07,1.8,2097.55
EDGE-LOT-01,W01,-2,-2,1,10,1.86,1.76,2080.24
EDGE-LOT-01,W01,-2,-1,1,10,3.19,1.87,2112.08
EDGE-LOT-01,W01,-2,0,1,10,2.22,1.73,2074.5
EDGE-LOT-01,W01,-2,1,1,10,1.65,1.88,2084.28
EDGE-LOT-01,W01,-2,2,1,10,3.03,1.82,2138.08
EDGE-LOT-01,W01,-2,3,1,10,1.42,1.86,2127.18
EDGE-LOT-01,W01,-2,4,1,10,2.35,1.81,2157.01
EDGE-LOT-01,W01,-2,5,1,10,2.9,1.77,2081.08
EDGE-LOT-01,W01,-2,6,1,10,2.21,1.87,2062.26
EDGE-LOT-01,W01,-2,7,1,10,2.52,1.76,2111.99
EDGE-LOT-01,W01,-2,8,3,31,4.1,1.63,1982.03
EDGE-LOT-01,W01,-1,-8,2,22,5.46,1.67,1974.16
EDGE-LOT-01,W01,-1,-7,1,10,2.76,1.8,2132.55
EDGE-LOT-01,W01,-1,-6,1,10,1.87,1.75,2110.11
EDGE-LOT-01,W01,-1,-5,1,10,2.15,1.88,2109.97
EDGE-LOT-01,W01,-1,-4,1,10,2.14,1.82,2136.39
EDGE-LOT-01,W01,-1,-3,1,10,3.21,1.79,2172.14
EDGE-LOT-01,W01,-1,-2,1,10,2.5,1.83,2083.21
EDGE-LOT-01,W01,-1,-1,1,10,2.52,1.78,2045.27
EDGE-LOT-01,W01,-1,0,1,10,3.19,1.86,2069.7
EDGE-LOT-01,W01,-1,1,1,10,2.33,1.73,2103.66
EDGE-LOT-01,W01,-1,2,1,10,2.95,1.81,2125.52
EDGE-LOT-01,W01,-1,3,1,10,2.2,1.81,2122.29
EDGE-LOT-01,W01,-1,4,1,10,2.91,1.83,2061.18
EDGE-LOT-01,W01,-1,5,1,11,2.66,1.81,2071.25
EDGE-LOT-01,W01,-1,6,1,10,2.84,1.75,2031.42
EDGE-LOT-01,W01,-1,7,1,10,2.38,1.79,2105.29
EDGE-LOT-01,W01,-1,8,1,10,5.67,1.76,2033.05
EDGE-LOT-01,W01,0,-8,1,10,4.35,1.65,2054.05
EDGE-LOT-01,W01,0,-7,1,10,2.81,1.75,2096.58
EDGE-LOT-01,W01,0,-6,1,10,1.89,1.73,2111.33
EDGE-LOT-01,W01,0,-5,1,10,2.36,1.84,2100.85
EDGE-LOT-01,W01,0,-4,1,10,2.03,1.77,2096.15
EDGE-LOT-01,W01,0,-3,1,10,2,1.78,2076.21
EDGE-LOT-01,W01,0,-2,1,10,2.64,1.86,2104.47
EDGE-LOT-01,W01,0,-1,1,10,1.94,1.8,2086.33
EDGE-LOT-01,W01,0,0,1,10,2.46,1.77,2096.95
EDGE-LOT-01,W01,0,1,1,10,2.66,1.76,2057.42
EDGE-LOT-01,W01,0,2,1,10,2.29,1.72,2068.85
EDGE-LOT-01,W01,0,3,1,10,2.57,1.81,2141.08
EDGE-LOT-01,W01,0,4,1,10,2.94,1.81,2074.12
EDGE-LOT-01,W01,0,5,1,10,2.14,1.78,2086.18
EDGE-LOT-01,W01,0,6,1,11,2.19,1.69,2072.07
EDGE-LOT-01,W01,0,7,1,10,2.98,1.79,2131.19
EDGE-LOT-01,W01,0,8,1,10,4.31,1.63,2006.97
EDGE-LOT-01,W01,1,-8,2,22,5.09,1.69,2018.59
EDGE-LOT-01,W01,1,-7,2,22,2.2,1.82,2058.14
EDGE-LOT-01,W01,1,-6,1,10,2.82,1.76,2150.92
EDGE-LOT-01,W01,1,-5,1,10,2.18,1.81,2048.83
EDGE-LOT-01,W01,1,-4,1,10,2.39,1.87,2067.86
EDGE-LOT-01,W01,1,-3,1,10,2.61,1.82,2117.66
EDGE-LOT-01,W01,1,-2,1,10,2.82,1.84,2094.01
EDGE-LOT-01,W01,1,-1,1,10,2.56,1.82,2141.13
EDGE-LOT-01,W01,1,0,1,10,2.47,1.76,2112.75
EDGE-LOT-01,W01,1,1,1,10,1.83,1.76,2133.76
EDGE-LOT-01,W01,1,2,1,10,2.59,1.79,2118.33
EDGE-LOT-01,W01,1,3,1,10,2.75,1.81,2105.55
EDGE-LOT-01,W01,1,4,1,10,2.48,1.84,2108.09
EDGE-LOT-01,W01,1,5,1,10,3.07,1.78,2068.89
EDGE-LOT-01,W01,1,6,1,10,1.57,1.8,2124.85
EDGE-LOT-01,W01,1,7,1,10,2.5,1.82,2047.38
EDGE-LOT-01,W01,1,8,3,31,3.85,1.65,1979.9
EDGE-LOT-01,W01,2,-8,2,21,5.71,1.68,1979.17
EDGE-LOT-01,W01,2,-7,1,10,2.68,1.73,2059.05
EDGE-LOT-01,W01,2,-6,1,10,2.39,1.8,2099.06
EDGE-LOT-01,W01,2,-5,1,10,2.79,1.81,2045.74
EDGE-LOT-01,W01,2,-4,1,10,2.24,1.83,2095.74
EDGE-LOT-01,W01,2,-3,1,10,2.21,1.79,2071.41
EDGE-LOT-01,W01,2,-2,1,10,2.27,1.82,2039.72
EDGE-LOT-01,W01,2,-1,1,10,2.5,1.81,2095.58
EDGE-LOT-01,W01,2,0,1,10,2.02,1.84,2153.3
EDGE-LOT-01,W01,2,1,1,10,1.95,1.86,2082.5
EDGE-LOT-01,W01,2,2,1,10,2.68,1.75,2106.03
EDGE-LOT-01,W01,2,3,1,10,2.23,1.77,2112.7
EDGE-LOT-01,W01,2,4,1,10,2.88,1.8,2133.07
EDGE-LOT-01,W01,2,5,1,10,2.43,1.81,2123.62
EDGE-LOT-01,W01,2,6,1,10,1.79,1.74,2067.42
EDGE-LOT-01,W01,2,7,1,11,3.34,1.77,2101
EDGE-LOT-01,W01,2,8,1,10,5.85,1.69,1986.41
EDGE-LOT-01,W01,3,-7,1,10,3.87,1.77,2046.21
EDGE-LOT-01,W01,3,-6,1,10,2.72,1.85,2101.89
EDGE-LOT-01,W01,3,-5,1,10,2.27,1.77,2135.9
EDGE-LOT-01,W01,3,-4,1,11,2.58,1.8,2077.12
EDGE-LOT-01,W01,3,-3,1,10,2.58,1.84,2040.24
EDGE-LOT-01,W01,3,-2,1,10,1.8,1.87,2057.45
EDGE-LOT-01,W01,3,-1,1,10,2.96,1.79,2064.7
EDGE-LOT-01,W01,3,0,1,10,2.7,1.91,2080.42
EDGE-LOT-01,W01,3,1,1,10,2.5,1.72,2103.14
EDGE-LOT-01,W01,3,2,1,10,2.62,1.75,2094.33
EDGE-LOT-01,W01,3,3,1,10,2.27,1.82,2075.68
EDGE-LOT-01,W01,3,4,1,10,3.02,1.76,2135.3
EDGE-LOT-01,W01,3,5,1,10,3.47,1.8,2057.7
EDGE-LOT-01,W01,3,6,1,10,3.49,1.83,2133.6
EDGE-LOT-01,W01,3,7,2,22,4.55,1.76,2023.93
EDGE-LOT-01,W01,4,-7,1,10,4.9,1.62,1988.95
EDGE-LOT-01,W01,4,-6,1,10,2.43,1.8,2047.79
EDGE-LOT-01,W01,4,-5,1,10,2.17,1.82,2036.31
EDGE-LOT-01,W01,4,-4,1,10,2.33,1.84,2105.01
EDGE-LOT-01,W01,4,-3,1,10,2.81,1.8,2093.33
EDGE-LOT-01,W01,4,-2,1,10,1.93,1.78,2091.45
EDGE-LOT-01,W01,4,-1,1,10,3.08,1.84,2107.61
EDGE-LOT-01,W01,4,0,1,10,2.81,1.79,2126.3
EDGE-LOT-01,W01,4,1,1,10,2.7,1.77,2140.2
EDGE-LOT-01,W01,4,2,1,10,2.03,1.8,2082.1
EDGE-LOT-01,W01,4,3,1,10,2.48,1.8,2058.08
EDGE-LOT-01,W01,4,4,1,10,2.61,1.82,2091.33
EDGE-LOT-01,W01,4,5,1,10,2.02,1.83,2128.87
EDGE-LOT-01,W01,4,6,1,10,3.43,1.85,2059.21
EDGE-LOT-01,W01,4,7,2,22,4.07,1.66,2014.69
EDGE-LOT-01,W01,5,-6,1,10,4.24,1.69,2002.15
EDGE-LOT-01,W01,5,-5,1,10,3.24,1.76,2083.43
EDGE-LOT-01,W01,5,-4,1,10,3.27,1.75,2103.51
EDGE-LOT-01,W01,5,-3,1,10,2.54,1.81,2125.34
EDGE-LOT-01,W01,5,-2,1,10,1.9,1.85,2164.18
EDGE-LOT-01,W01,5,-1,1,10,2.8,1.79,2079.29
EDGE-LOT-01,W01,5,0,1,10,2.12,1.87,2097.93
EDGE-LOT-01,W01,5,1,1,10,2.12,1.85,2098.4
EDGE-LOT-01,W01,5,2,1,10,3.44,1.81,2111.73
EDGE-LOT-01,W01,5,3,1,10,1.99,1.85,2106.16
EDGE-LOT-01,W01,5,4,1,10,2.71,1.84,2106.44
EDGE-LOT-01,W01,5,5,1,10,2.56,1.82,2086.89
EDGE-LOT-01,W01,5,6,1,10,4.37,1.7,2047.98
EDGE-LOT-01,W01,6,-5,1,11,4.01,1.68,2045.39
EDGE-LOT-01,W01,6,-4,1,10,2.93,1.8,2117.89
EDGE-LOT-01,W01,6,-3,1,10,2.19,1.77,2147.53
EDGE-LOT-01,W01,6,-2,1,10,3.02,1.79,2070.34
EDGE-LOT-01,W01,6,-1,1,10,2,1.76,2070
EDGE-LOT-01,W01,6,0,1,10,2.51,1.79,2137.27
EDGE-LOT-01,W01,6,1,1,10,2.21,1.91,2124.57
EDGE-LOT-01,W01,6,2,1,10,2.43,1.86,2089.8
EDGE-LOT-01,W01,6,3,1,10,1.85,1.83,2130.45
EDGE-LOT-01,W01,6,4,1,10,3.46,1.81,2132.13
EDGE-LOT-01,W01,6,5,1,10,4.1,1.71,2062.17
EDGE-LOT-01,W01,7,-4,2,21,5.25,1.71,2013.54
EDGE-LOT-01,W01,7,-3,1,10,3.75,1.8,2056.38
EDGE-LOT-01,W01,7,-2,1,10,3.13,1.77,2128.1
EDGE-LOT-01,W01,7,-1,1,10,3.47,1.83,2082.54
EDGE-LOT-01,W01,7,0,1,10,2.07,1.78,2067.76
EDGE-LOT-01,W01,7,1,1,10,2.6,1.82,2067.84
EDGE-LOT-01,W01,7,2,1,10,2.81,1.82,2107.96
EDGE-LOT-01,W01,7,3,1,10,3.64,1.73,2020.61
EDGE-LOT-01,W01,7,4,1,10,4.36,1.73,2003.57
EDGE-LOT-01,W01,8,-2,2,21,7.79,1.64,2006.52
EDGE-LOT-01,W01,8,-1,2,22,2.54,1.65,2015.28
EDGE-LOT-01,W01,8,0,1,10,4.67,1.76,2037.4
EDGE-LOT-01,W01,8,1,1,10,4.13,1.61,2052.91
EDGE-LOT-01,W01,8,2,1,10,5.41,1.61,2003.3
EDGE-LOT-01,W02,-8,-2,3,31,4.11,1.68,1955.14
EDGE-LOT-01,W02,-8,-1,2,22,4.91,1.71,2019.17
EDGE-LOT-01,W02,-8,0,1,11,4.1,1.77,2002.24
EDGE-LOT-01,W02,-8,1,3,31,5.82,1.63,1960.31
EDGE-LOT-01,W02,-8,2,2,21,4.98,1.73,2023.99
EDGE-LOT-01,W02,-7,-4,1,10,5.38,1.71,2075.96
EDGE-LOT-01,W02,-7,-3,1,10,3.6,1.75,2028.26
EDGE-LOT-01,W02,-7,-2,1,10,2.54,1.75,2094.85
EDGE-LOT-01,W02,-7,-1,1,10,2.25,1.75,2069.71
EDGE-LOT-01,W02,-7,0,1,10,3.07,1.77,2074.58
EDGE-LOT-01,W02,-7,1,1,10,3.71,1.74,2104.94
EDGE-LOT-01,W02,-7,2,1,10,3.81,1.85,2097.03
EDGE-LOT-01,W02,-7,3,1,11,4.56,1.72,2030.06
EDGE-LOT-01,W02,-7,4,3,31,4.29,1.62,2050.03
EDGE-LOT-01,W02,-6,-5,1,10,3.5,1.74,1936.79
EDGE-LOT-01,W02,-6,-4,2,21,3.63,1.81,2100.9
EDGE-LOT-01,W02,-6,-3,1,10,2.59,1.8,2090.6
EDGE-LOT-01,W02,-6,-2,1,10,2.24,1.77,2094.85
EDGE-LOT-01,W02,-6,-1,1,10,2.53,1.82,2090.1
EDGE-LOT-01,W02,-6,0,1,10,2.52,1.76,2059.37
EDGE-LOT-01,W02,-6,1,1,10,2,1.8,2087.42
EDGE-LOT-01,W02,-6,2,1,10,3.21,1.85,2053.04
EDGE-LOT-01,W02,-6,3,1,10,2.21,1.78,2117.65
EDGE-LOT-01,W02,-6,4,1,10,2.6,1.78,2037.39
EDGE-LOT-01,W02,-6,5,1,10,4.13,1.69,2044.95
EDGE-LOT-01,W02,-5,-6,1,10,5.5,1.78,2025.06
EDGE-LOT-01,W02,-5,-5,1,11,2.72,1.82,2090.06
EDGE-LOT-01,W02,-5,-4,1,10,2.65,1.76,2165.82
EDGE-LOT-01,W02,-5,-3,1,10,1.96,1.82,2081.06
EDGE-LOT-01,W02,-5,-2,1,10,2.56,1.78,2071.78
EDGE-LOT-01,W02,-5,-1,1,10,2.18,1.83,2086.74
EDGE-LOT-01,W02,-5,0,1,10,2.67,1.78,2117.44
EDGE-LOT-01,W02,-5,1,1,10,2.22,1.91,2083.52
EDGE-LOT-01,W02,-5,2,1,10,2.33,1.84,2124.64
EDGE-LOT-01,W02,-5,3,1,10,2.24,1.76,2087.27
EDGE-LOT-01,W02,-5,4,1,10,2.17,1.8,2118.01
EDGE-LOT-01,W02,-5,5,1,10,2.24,1.82,2070.08
EDGE-LOT-01,W02,-5,6,1,10,4.43,1.68,2045.98
EDGE-LOT-01,W02,-4,-7,2,21,4.74,1.65,1984.9
EDGE-LOT-01,W02,-4,-6,1,10,2.89,1.86,2079.78
EDGE-LOT-01,W02,-4,-5,1,10,2.16,1.8,2124.41
EDGE-LOT-01,W02,-4,-4,1,10,2.47,1.86,2071.94
EDGE-LOT-01,W02,-4,-3,1,10,2.55,1.8,2122.75
EDGE-LOT-01,W02,-4,-2,1,10,2.66,1.8,2131.84
EDGE-LOT-01,W02,-4,-1,1,10,2.25,1.87,2115.33
EDGE-LOT-01,W02,-4,0,1,10,2.37,1.87,2078.78
EDGE-LOT-01,W02,-4,1,1,10,1.67,1.83,2109.11
EDGE-LOT-01,W02,-4,2,1,10,2.67,1.73,2112.27
EDGE-LOT-01,W02,-4,3,1,10,2.53,1.79,2081.52
EDGE-LOT-01,W02,-4,4,1,10,2.36,1.71,2107.56
EDGE-LOT-01,W02,-4,5,1,10,2.91,1.75,2135.32
EDGE-LOT-01,W02,-4,6,1,10,3.91,1.71,2078.89
EDGE-LOT-01,W02,-4,7,2,22,6.95,1.71,1997.56
EDGE-LOT-01,W02,-3,-7,1,11,4.04,1.74,2056.39
EDGE-LOT-01,W02,-3,-6,1,10,2.21,1.78,2070.3
EDGE-LOT-01,W02,-3,-5,1,10,2.97,1.8,2065.44
EDGE-LOT-01,W02,-3,-4,1,11,2.05,1.8,2136.77
EDGE-LOT-01,W02,-3,-3,1,10,2.3,1.79,2095.65
EDGE-LOT-01,W02,-3,-2,1,10,2.72,1.82,2112.67
EDGE-LOT-01,W02,-3,-1,1,10,2.21,1.82,2142.07
EDGE-LOT-01,W02,-3,0,1,10,2.14,1.75,2053.49
EDGE-LOT-01,W02,-3,1,1,10,2.95,1.8,2090.57
EDGE-LOT-01,W02,-3,2,1,10,2.64,1.81,2076.07
EDGE-LOT-01,W02,-3,3,1,10,2.69,1.76,2114.75
EDGE-LOT-01,W02,-3,4,1,10,2.13,1.83,2063.77
EDGE-LOT-01,W02,-3,5,1,10,1.87,1.78,2109.33
EDGE-LOT-01,W02,-3,6,1,10,1.83,1.71,2071.25
EDGE-LOT-01,W02,-3,7,1,10,3.49,1.68,2029.4
EDGE-LOT-01,W02,-2,-8,1,10,7.36,1.73,2011.67
EDGE-LOT-01,W02,-2,-7,1,11,3.3,1.79,2081.87
EDGE-LOT-01,W02,-2,-6,1,10,3.14,1.8,2067.01
EDGE-LOT-01,W02,-2,-5,1,10,2.79,1.8,2061.75
EDGE-LOT-01,W02,-2,-4,1,10,2.29,1.77,2064.86
EDGE-LOT-01,W02,-2,-3,1,11,2.58,1.84,2115.31
EDGE-LOT-01,W02,-2,-2,1,10,3.13,1.75,2075.3
EDGE-LOT-01,W02,-2,-1,1,10,2.68,1.75,2090.77
EDGE-LOT-01,W02,-2,0,1,10,2.49,1.83,2127.78
EDGE-LOT-01,W02,-2,1,1,10,2.6,1.83,2119.71
EDGE-LOT-01,W02,-2,2,1,10,2.43,1.82,2091.01
EDGE-LOT-01,W02,-2,3,1,10,2.42,1.8,2133.13
EDGE-LOT-01,W02,-2,4,1,10,2.03,1.75,2095.57
EDGE-LOT-01,W02,-2,5,1,10,2.27,1.81,2101.67
EDGE-LOT-01,W02,-2,6,1,10,2.9,1.78,2109.83
EDGE-LOT-01,W02,-2,7,1,10,3.47,1.79,2121.22
EDGE-LOT-01,W02,-2,8,2,21,4.69,1.7,1993.71
EDGE-LOT-01,W02,-1,-8,1,10,5.21,1.74,1994.5
EDGE-LOT-01,W02,-1,-7,1,10,2.76,1.81,2136.5
EDGE-LOT-01,W02,-1,-6,1,10,2.1,1.83,2189.44
EDGE-LOT-01,W02,-1,-5,1,10,2.16,1.79,2145.79
EDGE-LOT-01,W02,-1,-4,1,10,3.33,1.69,2094.83
EDGE-LOT-01,W02,-1,-3,1,10,2.79,1.86,2133.18
EDGE-LOT-01,W02,-1,-2,1,10,2.89,1.77,2098.66
EDGE-LOT-01,W02,-1,-1,1,10,2.7,1.79,2075.76
EDGE-LOT-01,W02,-1,0,1,10,2.65,1.79,2099.53
EDGE-LOT-01,W02,-1,1,1,10,2.12,1.8,2086.7
EDGE-LOT-01,W02,-1,2,1,10,2.85,1.78,2076.08
EDGE-LOT-01,W02,-1,3,1,10,3.03,1.81,2095.63
EDGE-LOT-01,W02,-1,4,1,10,2.23,1.76,2052.06
EDGE-LOT-01,W02,-1,5,1,10,2.75,1.83,2154.51
EDGE-LOT-01,W02,-1,6,1,10,2.02,1.86,2070.74
EDGE-LOT-01,W02,-1,7,1,10,1.9,1.79,2076.23
EDGE-LOT-01,W02,-1,8,1,10,5.47,1.71,1971.67
EDGE-LOT-01,W02,0,-8,1,10,4.56,1.69,2000.17
EDGE-LOT-01,W02,0,-7,1,10,1.96,1.8,2083.94
EDGE-LOT-01,W02,0,-6,1,10,2.99,1.86,2135.2
EDGE-LOT-01,W02,0,-5,1,10,3.08,1.83,2062.17
EDGE-LOT-01,W02,0,-4,1,10,3.34,1.85,2048.91
EDGE-LOT-01,W02,0,-3,1,10,2.05,1.81,2086.23
EDGE-LOT-01,W02,0,-2,1,10,2.27,1.75,2083.98
EDGE-LOT-01,W02,0,-1,1,10,2.79,1.83,2102.03
EDGE-LOT-01,W02,0,0,1,10,3.29,1.81,2141.58
EDGE-LOT-01,W02,0,1,1,10,2.58,1.82,2081.21
EDGE-LOT-01,W02,0,2,1,11,2.41,1.82,2092.4
EDGE-LOT-01,W02,0,3,1,10,2.39,1.74,2070.18
EDGE-LOT-01,W02,0,4,1,10,2.91,1.82,2079.56
EDGE-LOT-01,W02,0,5,1,10,2.53,1.87,2118.57
EDGE-LOT-01,W02,0,6,1,10,2.47,1.82,2112.7
EDGE-LOT-01,W02,0,7,1,10,2.65,1.79,2108.59
EDGE-LOT-01,W02,0,8,3,31,5.67,1.69,2078.93
EDGE-LOT-01,W02,1,-8,1,10,4.23,1.64,2053.79
EDGE-LOT-01,W02,1,-7,1,10,3.01,1.75,2070.78
EDGE-LOT-01,W02,1,-6,1,10,2.83,1.76,2107.42
EDGE-LOT-01,W02,1,-5,1,11,2.06,1.84,2086.88
EDGE-LOT-01,W02,1,-4,1,10,2.81,1.79,2110.1
EDGE-LOT-01,W02,1,-3,1,10,2.9,1.8,2120.39
EDGE-LOT-01,W02,1,-2,1,10,2.76,1.84,2086.87
EDGE-LOT-01,W02,1,-1,1,10,1.83,1.77,2101.77
EDGE-LOT-01,W02,1,0,1,11,2.45,1.74,2083.85
EDGE-LOT-01,W02,1,1,1,10,2.49,1.82,2106.8
EDGE-LOT-01,W02,1,2,1,10,2.62,1.74,2088.52
EDGE-LOT-01,W02,1,3,1,10,2.79,1.81,2111.55
EDGE-LOT-01,W02,1,4,1,11,2.96,1.75,2099.9
EDGE-LOT-01,W02,1,5,1,10,2.47,1.86,2077
EDGE-LOT-01,W02,1,6,1,10,3.13,1.83,2115.18
EDGE-LOT-01,W02,1,7,1,11,3.01,1.74,2127.78
EDGE-LOT-01,W02,1,8,3,31,5.1,1.63,2025.16
EDGE-LOT-01,W02,2,-8,3,31,4.24,1.61,2011.4
EDGE-LOT-01,W02,2,-7,1,10,2.73,1.78,2068.43
EDGE-LOT-01,W02,2,-6,1,10,2.21,1.72,2090.33
EDGE-LOT-01,W02,2,-5,1,10,2.17,1.79,2082.3
EDGE-LOT-01,W02,2,-4,1,10,2.22,1.77,2096.02
EDGE-LOT-01,W02,2,-3,1,10,2.69,1.78,2124.52
EDGE-LOT-01,W02,2,-2,1,10,2.05,1.8,2082.74
EDGE-LOT-01,W02,2,-1,1,10,2.81,1.78,2100.83
EDGE-LOT-01,W02,2,0,1,10,3.28,1.81,2100.95
EDGE-LOT-01,W02,2,1,1,10,2.24,1.79,2088.61
EDGE-LOT-01,W02,2,2,1,10,2.68,1.81,2118.55
EDGE-LOT-01,W02,2,3,1,11,3.39,1.8,2081.3
EDGE-LOT-01,W02,2,4,1,10,2.06,1.85,2111.59
EDGE-LOT-01,W02,2,5,1,10,2.7,1.8,2056.92
EDGE-LOT-01,W02,2,6,1,10,2.35,1.88,2149.64
EDGE-LOT-01,W02,2,7,1,11,3.4,1.81,2006.29
EDGE-LOT-01,W02,2,8,1,10,4.85,1.65,1986.03
EDGE-LOT-01,W02,3,-7,1,10,2.47,1.77,2058.24
EDGE-LOT-01,W02,3,-6,1,10,2.24,1.75,2106.61
EDGE-LOT-01,W02,3,-5,1,10,2.15,1.75,2117.42
EDGE-LOT-01,W02,3,-4,1,10,2.14,1.74,2017.67
EDGE-LOT-01,W02,3,-3,1,10,2.11,1.89,2123.41
EDGE-LOT-01,W02,3,-2,1,10,2.49,1.84,2042.32
EDGE-LOT-01,W02,3,-1,1,10,2.52,1.82,2107.49
EDGE-LOT-01,W02,3,0,1,10,2.17,1.82,2089.56
EDGE-LOT-01,W02,3,1,1,10,2.15,1.81,2134.28
EDGE-LOT-01,W02,3,2,1,10,2.79,1.79,2088.28
EDGE-LOT-01,W02,3,3,1,11,1.68,1.81,2066.37
EDGE-LOT-01,W02,3,4,1,11,2.52,1.76,2099.41
EDGE-LOT-01,W02,3,5,1,10,2.7,1.84,2076.89
