lot,wafer,x,y,hbin,sbin,leakage,voltage,frequency
PARAM-LOT-02,W01,-5,0,1,10,3.17,1.77,2085.49
PARAM-LOT-02,W01,-5,1,1,10,3.18,1.73,2143.53
PARAM-LOT-02,W01,-5,2,1,10,2.34,1.78,2101.98
PARAM-LOT-02,W01,-5,3,1,10,2.89,1.78,2056.14
PARAM-LOT-02,W01,-5,4,1,10,3.39,1.75,2182.85
PARAM-LOT-02,W01,-5,5,1,10,3.74,1.75,2138.76
PARAM-LOT-02,W01,-5,6,1,10,3.73,1.83,2115.85
PARAM-LOT-02,W01,-4,-7,1,10,3.96,1.81,2102.4
PARAM-LOT-02,W01,-4,-6,1,10,3.15,1.76,2127.97
PARAM-LOT-02,W01,-4,-5,1,10,2.66,1.76,2119.33
PARAM-LOT-02,W01,-4,-4,1,10,2.2,1.76,2121.41
PARAM-LOT-02,W01,-4,-3,1,10,3.18,1.79,2087.93
PARAM-LOT-02,W01,-4,-2,1,10,1.96,1.8,2055.11
PARAM-LOT-02,W01,-4,-1,1,10,2.88,1.79,2115.98
PARAM-LOT-02,W01,-4,0,1,10,2.76,1.8,2072.88
PARAM-LOT-02,W01,-4,1,1,10,2.63,1.78,2107.87
PARAM-LOT-02,W01,-4,2,1,10,2.51,1.81,2105.5
PARAM-LOT-02,W01,-4,3,1,10,3.15,1.76,2053.4
PARAM-LOT-02,W01,-4,4,1,10,3.2,1.78,2117.87
PARAM-LOT-02,W01,-4,5,1,10,3.01,1.74,2097.29
PARAM-LOT-02,W01,-4,6,1,10,2.98,1.76,2092.56
PARAM-LOT-02,W01,-4,7,1,10,3.3,1.76,2079.69
PARAM-LOT-02,W01,-3,-7,1,10,2.53,1.77,2096.59
PARAM-LOT-02,W01,-3,-6,1,10,3.5,1.78,2105.69
PARAM-LOT-02,W01,-3,-5,1,10,3.64,1.79,2133.14
PARAM-LOT-02,W01,-3,-4,1,10,3.76,1.8,2112.07
PARAM-LOT-02,W01,-3,-3,1,10,3.4,1.82,2100.03
PARAM-LOT-02,W01,-3,-2,1,10,2.34,1.77,2119.01
PARAM-LOT-02,W01,-3,-1,1,10,2.23,1.84,2108.77
PARAM-LOT-02,W01,-3,0,1,10,2.84,1.76,2084.67
PARAM-LOT-02,W01,-3,1,1,10,2.38,1.77,2118.33
PARAM-LOT-02,W01,-3,2,1,10,2.81,1.85,2091.49
PARAM-LOT-02,W01,-3,3,1,10,4.64,1.76,2139.92
PARAM-LOT-02,W01,-3,4,2,21,5.12,1.77,2103.74
PARAM-LOT-02,W01,-3,5,1,10,3.91,1.73,2109.08
PARAM-LOT-02,W01,-3,6,2,21,5.43,1.81,2085.05
PARAM-LOT-02,W01,-3,7,1,10,3.14,1.78,2106.75
PARAM-LOT-02,W01,-2,-8,1,10,4.09,1.79,2097.44
PARAM-LOT-02,W01,-2,-7,1,10,3.65,1.8,2101.96
PARAM-LOT-02,W01,-2,-6,1,10,3.02,1.79,2092.33
PARAM-LOT-02,W01,-2,-5,1,10,3.23,1.79,2064.61
PARAM-LOT-02,W01,-2,-4,1,10,2.13,1.78,2076.49
PARAM-LOT-02,W01,-2,-3,1,10,3.08,1.78,2101.92
PARAM-LOT-02,W01,-2,-2,1,10,2.86,1.78,2083.25
PARAM-LOT-02,W01,-2,-1,1,10,1.87,1.79,2084.57
PARAM-LOT-02,W01,-2,0,1,10,2.67,1.8,2116.46
PARAM-LOT-02,W01,-2,1,1,10,3.2,1.8,2092.24
PARAM-LOT-02,W01,-2,2,1,10,2.98,1.74,2099
PARAM-LOT-02,W01,-2,3,1,10,2.69,1.79,2086.5
PARAM-LOT-02,W01,-2,4,1,10,4.28,1.83,2102.69
PARAM-LOT-02,W01,-2,5,2,21,5.08,1.77,2084.32
PARAM-LOT-02,W01,-2,6,1,10,3.72,1.81,2081.85
PARAM-LOT-02,W01,-2,7,1,10,3.66,1.77,2096.98
PARAM-LOT-02,W01,-2,8,1,10,3.96,1.81,2074.22
PARAM-LOT-02,W01,-1,-8,1,10,3.37,1.77,2088.45
PARAM-LOT-02,W01,-1,-7,1,10,2.95,1.82,2093.22
PARAM-LOT-02,W01,-1,-6,1,10,2.31,1.81,2035.39
PARAM-LOT-02,W01,-1,-5,1,10,3,1.78,2114.03
PARAM-LOT-02,W01,-1,-4,1,10,2.36,1.77,2128.89
PARAM-LOT-02,W01,-1,-3,1,10,2.68,1.82,2147.49
PARAM-LOT-02,W01,-1,-2,1,10,3.13,1.81,2103.69
PARAM-LOT-02,W01,-1,-1,1,10,2.57,1.8,2079.68
PARAM-LOT-02,W01,-1,0,1,10,2.51,1.82,2091.35
PARAM-LOT-02,W01,-1,1,1,10,2.47,1.76,2069.45
PARAM-LOT-02,W01,-1,2,1,10,3.8,1.81,2076.5
PARAM-LOT-02,W01,-1,3,2,21,6.35,1.79,2099.16
PARAM-LOT-02,W01,-1,4,1,10,4.99,1.82,2111.69
PARAM-LOT-02,W01,-1,5,2,21,5.04,1.82,2095.32
PARAM-LOT-02,W01,-1,6,1,10,4.99,1.77,2119.25
PARAM-LOT-02,W01,-1,7,1,10,3.24,1.81,2125.35
PARAM-LOT-02,W01,-1,8,1,10,2.21,1.82,2111.98
PARAM-LOT-02,W01,0,-8,1,10,2.33,1.83,2068.43
PARAM-LOT-02,W01,0,-7,1,10,2.77,1.77,2072.26
PARAM-LOT-02,W01,0,-6,1,10,3.28,1.81,2117.3
PARAM-LOT-02,W01,0,-5,1,10,3.11,1.83,2087.79
PARAM-LOT-02,W01,0,-4,1,10,3.01,1.83,2093.43
PARAM-LOT-02,W01,0,-3,1,10,2.03,1.8,2104.87
PARAM-LOT-02,W01,0,-2,1,10,2.3,1.82,2087.83
PARAM-LOT-02,W01,0,-1,1,10,2.74,1.8,2126.02
PARAM-LOT-02,W01,0,0,1,10,2.92,1.8,2093.54
PARAM-LOT-02,W01,0,1,1,10,2.24,1.81,2128.85
PARAM-LOT-02,W01,0,2,2,21,5.1,1.82,2041.12
PARAM-LOT-02,W01,0,3,1,10,4.16,1.81,2084.65
PARAM-LOT-02,W01,0,4,2,21,5.46,1.81,2078.32
PARAM-LOT-02,W01,0,5,1,10,3.75,1.81,2069.74
PARAM-LOT-02,W01,0,6,1,10,3.61,1.79,2131.98
PARAM-LOT-02,W01,0,7,1,10,3.6,1.8,2102.99
PARAM-LOT-02,W01,0,8,1,10,2.65,1.75,2108
PARAM-LOT-02,W01,1,-8,1,10,3.83,1.76,2064.66
PARAM-LOT-02,W01,1,-7,1,10,3.22,1.83,2086.02
PARAM-LOT-02,W01,1,-6,1,10,2.42,1.77,2118.39
PARAM-LOT-02,W01,1,-5,1,10,3.19,1.85,2136.64
PARAM-LOT-02,W01,1,-4,1,10,2.09,1.81,2068.08
PARAM-LOT-02,W01,1,-3,1,10,2.7,1.83,2099.55
PARAM-LOT-02,W01,1,-2,1,10,2.47,1.81,2077.83
PARAM-LOT-02,W01,1,-1,1,10,2.37,1.86,2095.91
PARAM-LOT-02,W01,1,0,1,10,2.09,1.82,2067.31
PARAM-LOT-02,W01,1,1,1,10,2.67,1.75,2110.56
PARAM-LOT-02,W01,1,2,1,10,3.21,1.8,2074.87
PARAM-LOT-02,W01,1,3,1,10,2.99,1.84,2089.81
PARAM-LOT-02,W01,1,4,1,10,3.78,1.79,2152.64
PARAM-LOT-02,W01,1,5,1,10,3.31,1.83,2084.61
PARAM-LOT-02,W01,1,6,1,10,3.2,1.84,2111.51
PARAM-LOT-02,W01,1,7,1,10,3.32,1.82,2111.85
PARAM-LOT-02,W01,1,8,1,10,3.17,1.82,2126.92
PARAM-LOT-02,W01,2,-8,1,10,2.95,1.78,2100.86
PARAM-LOT-02,W01,2,-7,1,10,2.99,1.82,2052.44
PARAM-LOT-02,W01,2,-6,1,10,3.19,1.82,2092.27
PARAM-LOT-02,W01,2,-5,1,10,2.68,1.85,2158.09
PARAM-LOT-02,W01,2,-4,1,10,2.61,1.81,2105.11
PARAM-LOT-02,W01,2,-3,1,10,2.42,1.79,2087.95
PARAM-LOT-02,W01,2,-2,1,10,2.41,1.84,2101.48
PARAM-LOT-02,W01,2,-1,1,10,2.17,1.8,2065.28
PARAM-LOT-02,W01,2,0,1,10,3.07,1.85,2044.03
PARAM-LOT-02,W01,2,1,1,10,2.1,1.81,2115.62
PARAM-LOT-02,W01,2,2,1,10,2.96,1.82,2090.15
PARAM-LOT-02,W01,2,3,1,10,3.1,1.85,2113.52
PARAM-LOT-02,W01,2,4,1,10,2.16,1.76,2088.16
PARAM-LOT-02,W01,2,5,1,10,2.19,1.82,2062.17
PARAM-LOT-02,W01,2,6,1,10,2.67,1.78,2124.5
PARAM-LOT-02,W01,2,7,1,10,2.69,1.78,2088.12
PARAM-LOT-02,W01,2,8,1,10,2.35,1.78,2145.64
PARAM-LOT-02,W01,3,-7,1,10,2.3,1.84,2121.48
PARAM-LOT-02,W01,3,-6,1,10,3.1,1.83,2132.9
PARAM-LOT-02,W01,3,-5,1,10,2.83,1.8,2120.7
PARAM-LOT-02,W01,3,-4,1,10,3.06,1.79,2043.04
PARAM-LOT-02,W01,3,-3,1,10,2.54,1.82,2134.84
PARAM-LOT-02,W01,3,-2,1,10,3.52,1.8,2121.09
PARAM-LOT-02,W01,3,-1,1,10,2.04,1.84,2126.35
PARAM-LOT-02,W01,3,0,1,10,2.35,1.85,2084.61
PARAM-LOT-02,W01,3,1,1,10,3.65,1.79,2049.42
PARAM-LOT-02,W01,3,2,1,10,2.87,1.79,2087.47
PARAM-LOT-02,W01,3,3,1,10,3.39,1.85,2148.99
PARAM-LOT-02,W01,3,4,1,10,2.64,1.8,2111.57
PARAM-LOT-02,W01,3,5,1,10,4.13,1.84,2033.2
PARAM-LOT-02,W01,3,6,1,10,3.36,1.81,2016.19
PARAM-LOT-02,W01,3,7,1,10,3.15,1.88,2104.86
PARAM-LOT-02,W01,4,-7,1,10,3.2,1.83,2109.49
PARAM-LOT-02,W01,4,-6,1,10,2.11,1.85,2083.94
PARAM-LOT-02,W01,4,-5,1,10,3.72,1.82,2135.62
PARAM-LOT-02,W01,4,-4,1,10,3.05,1.77,2100.01
PARAM-LOT-02,W01,4,-3,1,10,1.82,1.81,2093.62
PARAM-LOT-02,W01,4,-2,1,10,1.81,1.83,2096.54
PARAM-LOT-02,W01,4,-1,1,10,2.57,1.85,2078.69
PARAM-LOT-02,W01,4,0,1,10,2.99,1.83,2068.39
PARAM-LOT-02,W01,4,1,1,10,2.18,1.78,2062.93
PARAM-LOT-02,W01,4,2,1,10,2.88,1.83,2097.67
PARAM-LOT-02,W01,4,3,1,10,2.95,1.8,2101.02
PARAM-LOT-02,W01,4,4,1,10,3.29,1.82,2079.19
PARAM-LOT-02,W01,4,5,1,10,2.39,1.81,2104.68
PARAM-LOT-02,W01,4,6,1,10,3.19,1.85,2131.11
PARAM-LOT-02,W01,4,7,1,10,3.12,1.85,2095.18
PARAM-LOT-02,W01,5,-6,1,10,3.36,1.86,2138.69
PARAM-LOT-02,W01,5,-5,1,10,3.06,1.81,2096.46
PARAM-LOT-02,W01,5,-4,1,10,2.59,1.81,2115.04
PARAM-LOT-02,W01,5,-3,1,10,2.82,1.84,2068.18
PARAM-LOT-02,W01,5,-2,1,10,2.86,1.84,2055.56
PARAM-LOT-02,W01,5,-1,1,10,3.51,1.83,2087.45
PARAM-LOT-02,W01,5,0,1,10,2.23,1.83,2096.07
PARAM-LOT-02,W01,5,1,1,10,2.76,1.83,2105.96
PARAM-LOT-02,W01,5,2,1,10,2.22,1.82,2127.65
PARAM-LOT-02,W01,5,3,1,10,2.56,1.79,2117.8
PARAM-LOT-02,W01,5,4,1,10,2.47,1.8,2083.19
PARAM-LOT-02,W01,5,5,1,10,2.59,1.83,2038.28
PARAM-LOT-02,W01,5,6,1,10,3.71,1.82,2123.4
PARAM-LOT-02,W01,6,-5,1,10,2.48,1.81,2130.6
PARAM-LOT-02,W01,6,-4,1,10,2.99,1.8,2090.69
PARAM-LOT-02,W01,6,-3,1,10,2.82,1.81,2110.59
PARAM-LOT-02,W01,6,-2,1,10,2.1,1.88,2085.46
PARAM-LOT-02,W01,6,-1,1,10,2.67,1.81,2100.33
PARAM-LOT-02,W01,6,0,1,10,2.19,1.85,2130.45
PARAM-LOT-02,W01,6,1,1,10,2.17,1.82,2079.36
PARAM-LOT-02,W01,6,2,1,10,4.63,1.84,2121.08
PARAM-LOT-02,W01,6,3,1,10,2.76,1.77,2093.17
PARAM-LOT-02,W01,6,4,1,10,3.66,1.82,2124.43
PARAM-LOT-02,W01,6,5,1,10,4.19,1.84,2082.55
PARAM-LOT-02,W01,7,-4,1,10,3,1.88,2082.78
PARAM-LOT-02,W01,7,-3,1,10,4.73,1.83,2197.47
PARAM-LOT-02,W01,7,-2,1,10,2.69,1.79,2144.34
PARAM-LOT-02,W01,7,-1,1,10,4.14,1.84,2052.96
PARAM-LOT-02,W01,7,0,1,10,3.35,1.81,2103.28
PARAM-LOT-02,W01,7,1,1,10,3.47,1.9,2096.64
PARAM-LOT-02,W01,7,2,1,10,2.68,1.83,2114.19
PARAM-LOT-02,W01,7,3,1,10,3.15,1.84,2081.5
PARAM-LOT-02,W01,7,4,1,10,2.98,1.87,2104.08
PARAM-LOT-02,W01,8,-2,1,10,3.75,1.88,2073.14
PARAM-LOT-02,W01,8,-1,1,10,2.91,1.89,2105.28
PARAM-LOT-02,W01,8,0,1,10,2.95,1.82,2068.31
PARAM-LOT-02,W01,8,1,1,10,3.32,1.84,2121.46
PARAM-LOT-02,W01,8,2,1,10,3.46,1.84,2108.18
PARAM-LOT-02,W02,-8,-2,1,10,4.33,1.77,2093.01
PARAM-LOT-02,W02,-8,-1,1,10,3.97,1.76,2103.27
PARAM-LOT-02,W02,-8,0,1,10,2.54,1.76,2111.54
PARAM-LOT-02,W02,-8,1,1,10,4,1.78,2095.84
PARAM-LOT-02,W02,-8,2,1,10,3.15,1.82,2118.55
PARAM-LOT-02,W02,-7,-4,1,10,4.64,1.73,2062.12
PARAM-LOT-02,W02,-7,-3,1,10,2.78,1.77,2118.08
PARAM-LOT-02,W02,-7,-2,1,10,4.05,1.78,2083.08
PARAM-LOT-02,W02,-7,-1,2,21,5.4,1.74,2111.41
PARAM-LOT-02,W02,-7,0,1,10,3.61,1.79,2101.81
PARAM-LOT-02,W02,-7,1,2,21,5.51,1.77,2106.47
PARAM-LOT-02,W02,-7,2,2,21,5.26,1.76,2158.87
PARAM-LOT-02,W02,-7,3,1,10,3.4,1.78,2078.51
PARAM-LOT-02,W02,-7,4,1,10,3,1.74,2153.85
PARAM-LOT-02,W02,-6,-5,1,10,2.48,1.75,2134.69
PARAM-LOT-02,W02,-6,-4,1,10,3.17,1.77,2109.68
PARAM-LOT-02,W02,-6,-3,1,10,3.22,1.71,2129.36
PARAM-LOT-02,W02,-6,-2,1,10,4.3,1.77,2068.6
PARAM-LOT-02,W02,-6,-1,1,10,4.89,1.77,2062.34
PARAM-LOT-02,W02,-6,0,2,21,5.48,1.77,2105.09
PARAM-LOT-02,W02,-6,1,1,10,4.03,1.77,2129.28
PARAM-LOT-02,W02,-6,2,1,10,5,1.79,2087.04
PARAM-LOT-02,W02,-6,3,1,10,3.39,1.81,2120.27
PARAM-LOT-02,W02,-6,4,1,10,3.12,1.75,2080.96
PARAM-LOT-02,W02,-6,5,1,10,3.52,1.79,2025.13
PARAM-LOT-02,W02,-5,-6,1,10,3.3,1.81,2049.64
PARAM-LOT-02,W02,-5,-5,1,10,3,1.82,2126.84
PARAM-LOT-02,W02,-5,-4,1,10,3.57,1.81,2125.41
PARAM-LOT-02,W02,-5,-3,1,10,3.14,1.71,2086.3
PARAM-LOT-02,W02,-5,-2,1,10,3.96,1.79,2107.62
PARAM-LOT-02,W02,-5,-1,2,21,5.37,1.77,2131.28
PARAM-LOT-02,W02,-5,0,2,21,5.43,1.76,2072.4
PARAM-LOT-02,W02,-5,1,2,21,5.63,1.78,2081.34
PARAM-LOT-02,W02,-5,2,1,10,4.73,1.83,2125.22
PARAM-LOT-02,W02,-5,3,1,10,2.72,1.74,2153.91
PARAM-LOT-02,W02,-5,4,1,10,4.42,1.74,2084.71
PARAM-LOT-02,W02,-5,5,1,10,2.57,1.77,2064.39
PARAM-LOT-02,W02,-5,6,1,10,3.37,1.77,2101.63
PARAM-LOT-02,W02,-4,-7,1,10,3.46,1.8,2095.65
PARAM-LOT-02,W02,-4,-6,1,10,3.4,1.81,2084.55
PARAM-LOT-02,W02,-4,-5,1,10,2.32,1.79,2107.77
PARAM-LOT-02,W02,-4,-4,1,10,2.98,1.79,2081.75
PARAM-LOT-02,W02,-4,-3,1,10,3.17,1.83,2094.43
PARAM-LOT-02,W02,-4,-2,1,10,3.4,1.79,2111.79
PARAM-LOT-02,W02,-4,-1,1,10,3.98,1.81,2080.86
PARAM-LOT-02,W02,-4,0,2,21,5.74,1.79,2125.31
PARAM-LOT-02,W02,-4,1,2,21,5.06,1.76,2165.45
PARAM-LOT-02,W02,-4,2,1,10,3.73,1.77,2155.16
PARAM-LOT-02,W02,-4,3,1,10,4.16,1.77,2117.18
PARAM-LOT-02,W02,-4,4,1,10,3.15,1.8,2066.64
PARAM-LOT-02,W02,-4,5,1,10,4.74,1.77,2075.62
PARAM-LOT-02,W02,-4,6,1,10,2.76,1.75,2069.54
PARAM-LOT-02,W02,-4,7,1,10,2.74,1.76,2143.27
PARAM-LOT-02,W02,-3,-7,1,10,3.28,1.82,2136.94
PARAM-LOT-02,W02,-3,-6,1,10,3.44,1.79,2079.38
PARAM-LOT-02,W02,-3,-5,1,10,2.51,1.77,2111.8
PARAM-LOT-02,W02,-3,-4,1,10,4.19,1.75,2169.67
PARAM-LOT-02,W02,-3,-3,1,10,2.4,1.71,2105.91
PARAM-LOT-02,W02,-3,-2,1,10,3.7,1.79,2097.68
PARAM-LOT-02,W02,-3,-1,2,21,6.1,1.73,2080.97
PARAM-LOT-02,W02,-3,0,1,10,3.94,1.79,2127.7
PARAM-LOT-02,W02,-3,1,2,21,5.09,1.8,2067.42
PARAM-LOT-02,W02,-3,2,1,10,3.27,1.81,2098.94
PARAM-LOT-02,W02,-3,3,1,10,2.88,1.79,2140.16
PARAM-LOT-02,W02,-3,4,1,10,3.47,1.77,2091.57
PARAM-LOT-02,W02,-3,5,1,10,3.04,1.8,2047.85
PARAM-LOT-02,W02,-3,6,1,10,2.83,1.79,2098.87
PARAM-LOT-02,W02,-3,7,1,10,3.9,1.76,2125.15
PARAM-LOT-02,W02,-2,-8,1,10,3.26,1.78,2115.05
PARAM-LOT-02,W02,-2,-7,1,10,2.79,1.76,2106.31
PARAM-LOT-02,W02,-2,-6,1,10,2.74,1.76,2111.81
PARAM-LOT-02,W02,-2,-5,1,10,3.11,1.81,2116.73
PARAM-LOT-02,W02,-2,-4,1,10,2.35,1.83,2080.1
PARAM-LOT-02,W02,-2,-3,1,10,2.84,1.79,2098.69
PARAM-LOT-02,W02,-2,-2,1,10,2.62,1.79,2113.55
PARAM-LOT-02,W02,-2,-1,1,10,3.04,1.79,2115.44
PARAM-LOT-02,W02,-2,0,1,10,2.34,1.83,2090.18
PARAM-LOT-02,W02,-2,1,1,10,2.59,1.83,2090.64
PARAM-LOT-02,W02,-2,2,1,10,2.83,1.82,2073.37
PARAM-LOT-02,W02,-2,3,1,10,2.95,1.78,2090.31
PARAM-LOT-02,W02,-2,4,1,10,2.74,1.81,2056.6
PARAM-LOT-02,W02,-2,5,1,10,3.08,1.78,2113.88
PARAM-LOT-02,W02,-2,6,1,10,2.68,1.79,2069.87
PARAM-LOT-02,W02,-2,7,1,10,4.14,1.75,2106.05
PARAM-LOT-02,W02,-2,8,1,10,2.52,1.83,2105.21
PARAM-LOT-02,W02,-1,-8,1,10,2.96,1.81,2086.63
PARAM-LOT-02,W02,-1,-7,1,10,3.67,1.8,2106.46
PARAM-LOT-02,W02,-1,-6,1,10,3.28,1.78,2077.45
PARAM-LOT-02,W02,-1,-5,1,10,3.09,1.76,2087.93
PARAM-LOT-02,W02,-1,-4,1,10,2.88,1.76,2125.62
PARAM-LOT-02,W02,-1,-3,1,10,3.01,1.73,2101.51
PARAM-LOT-02,W02,-1,-2,1,10,2.83,1.81,2080.49
PARAM-LOT-02,W02,-1,-1,1,10,2.59,1.82,2110.12
PARAM-LOT-02,W02,-1,0,1,10,2.79,1.82,2097.64
PARAM-LOT-02,W02,-1,1,1,10,3.03,1.81,2140.12
PARAM-LOT-02,W02,-1,2,1,10,2.64,1.79,2113.05
PARAM-LOT-02,W02,-1,3,1,10,2.11,1.8,2104.03
PARAM-LOT-02,W02,-1,4,1,10,2.83,1.79,2055.64
PARAM-LOT-02,W02,-1,5,1,10,3.27,1.78,2081.32
PARAM-LOT-02,W02,-1,6,1,10,3.09,1.77,2122.63
PARAM-LOT-02,W02,-1,7,1,10,2.53,1.79,2097.88
PARAM-LOT-02,W02,-1,8,1,10,3.76,1.8,2091.46
PARAM-LOT-02,W02,0,-8,1,10,3.83,1.8,2149.74
PARAM-LOT-02,W02,0,-7,2,21,5.81,1.76,2086.02
PARAM-LOT-02,W02,0,-6,1,10,2.9,1.82,2132.12
PARAM-LOT-02,W02,0,-5,1,10,1.97,1.81,2086.53
PARAM-LOT-02,W02,0,-4,1,10,2.28,1.84,2053.14
PARAM-LOT-02,W02,0,-3,1,10,2.72,1.79,2081.04
PARAM-LOT-02,W02,0,-2,1,10,3.51,1.76,2101.07
PARAM-LOT-02,W02,0,-1,1,10,2.71,1.81,2118.16
PARAM-LOT-02,W02,0,0,1,10,1.99,1.81,2126.39
PARAM-LOT-02,W02,0,1,1,10,2.41,1.79,2075.02
PARAM-LOT-02,W02,0,2,1,10,2.76,1.78,2099.54
PARAM-LOT-02,W02,0,3,1,10,3.16,1.8,2075.94
PARAM-LOT-02,W02,0,4,1,10,2.56,1.77,2077.23
PARAM-LOT-02,W02,0,5,1,10,3.92,1.83,2108.46
PARAM-LOT-02,W02,0,6,1,10,2.44,1.83,2105.95
PARAM-LOT-02,W02,0,7,1,10,3.82,1.79,2086.25
PARAM-LOT-02,W02,0,8,1,10,3.65,1.77,2159.44
PARAM-LOT-02,W02,1,-8,1,10,3.06,1.79,2111.58
PARAM-LOT-02,W02,1,-7,1,10,3.82,1.83,2076.55
PARAM-LOT-02,W02,1,-6,1,10,2.94,1.77,2118.16
PARAM-LOT-02,W02,1,-5,1,10,3.28,1.81,2098.16
PARAM-LOT-02,W02,1,-4,1,10,3.11,1.78,2083.68
PARAM-LOT-02,W02,1,-3,1,10,2.98,1.86,2155.23
PARAM-LOT-02,W02,1,-2,1,10,2.18,1.8,2084.11
PARAM-LOT-02,W02,1,-1,1,10,3.41,1.78,2097.4
PARAM-LOT-02,W02,1,0,1,10,2.83,1.8,2079.54
PARAM-LOT-02,W02,1,1,1,10,2.17,1.77,2080.71
PARAM-LOT-02,W02,1,2,1,10,2.36,1.81,2140.49
PARAM-LOT-02,W02,1,3,1,10,2.95,1.82,2067.07
PARAM-LOT-02,W02,1,4,1,10,3.04,1.75,2100.94
PARAM-LOT-02,W02,1,5,1,10,2.55,1.77,2075.49
PARAM-LOT-02,W02,1,6,1,10,2.53,1.77,2109.16
PARAM-LOT-02,W02,1,7,1,10,2.66,1.77,2045.83
PARAM-LOT-02,W02,1,8,2,21,5.02,1.82,2067.19
PARAM-LOT-02,W02,2,-8,1,10,3.37,1.83,2079.61
PARAM-LOT-02,W02,2,-7,1,10,4.06,1.81,2119.96
PARAM-LOT-02,W02,2,-6,1,10,3.43,1.79,2047.58
PARAM-LOT-02,W02,2,-5,2,21,5.22,1.78,2073.55
PARAM-LOT-02,W02,2,-4,1,10,3.62,1.81,2117.43
PARAM-LOT-02,W02,2,-3,1,10,3.68,1.79,2077.66
PARAM-LOT-02,W02,2,-2,1,10,3.28,1.79,2115.89
PARAM-LOT-02,W02,2,-1,1,10,2.54,1.8,2091.28
PARAM-LOT-02,W02,2,0,1,10,2.88,1.8,2130.89
PARAM-LOT-02,W02,2,1,1,10,2.98,1.83,2093.52
PARAM-LOT-02,W02,2,2,1,10,2.7,1.84,2095.73
PARAM-LOT-02,W02,2,3,1,10,2.48,1.82,2086.74
PARAM-LOT-02,W02,2,4,1,10,3.1,1.84,2079.57
PARAM-LOT-02,W02,2,5,1,10,2.32,1.83,2095
PARAM-LOT-02,W02,2,6,1,10,3.23,1.8,2130.49
PARAM-LOT-02,W02,2,7,1,10,2.84,1.79,2133.22
PARAM-LOT-02,W02,2,8,1,10,2.57,1.85,2103.44
PARAM-LOT-02,W02,3,-7,1,10,2.77,1.79,2078.24
PARAM-LOT-02,W02,3,-6,1,10,3.7,1.83,2124.13
PARAM-LOT-02,W02,3,-5,1,10,3.93,1.82,2077.54
PARAM-LOT-02,W02,3,-4,1,10,2.38,1.78,2071.3
PARAM-LOT-02,W02,3,-3,1,10,3.75,1.8,2083.89
PARAM-LOT-02,W02,3,-2,1,10,3.15,1.83,2112.99
PARAM-LOT-02,W02,3,-1,1,10,3.54,1.79,2075.91
PARAM-LOT-02,W02,3,0,1,10,2.86,1.81,2099.61
PARAM-LOT-02,W02,3,1,1,10,2.8,1.83,2106.78
PARAM-LOT-02,W02,3,2,1,10,2.84,1.79,2106.52
PARAM-LOT-02,W02,3,3,1,10,4.14,1.84,2128.28
PARAM-LOT-02,W02,3,4,1,10,2.84,1.81,2081.88
PARAM-LOT-02,W02,3,5,1,10,2.68,1.76,2128.64
