lot,wafer,x,y,hbin,sbin,leakage,voltage,frequency
CLUST-LOT-03,W01,-2,3,1,10,2.83,1.82,2127.69
CLUST-LOT-03,W01,-2,4,1,10,2.52,1.77,2090.23
CLUST-LOT-03,W01,-2,5,1,10,3.21,1.84,2080.36
CLUST-LOT-03,W01,-2,6,1,10,3.31,1.86,2098.42
CLUST-LOT-03,W01,-2,7,1,10,2.59,1.8,2105.52
CLUST-LOT-03,W01,-2,8,1,10,2.51,1.81,2144.47
CLUST-LOT-03,W01,-1,-8,1,10,1.99,1.78,2126.1
CLUST-LOT-03,W01,-1,-7,1,10,2.34,1.77,2142.25
CLUST-LOT-03,W01,-1,-6,1,10,3.38,1.82,2090.31
CLUST-LOT-03,W01,-1,-5,1,10,2.95,1.82,2083.1
CLUST-LOT-03,W01,-1,-4,1,10,2.87,1.81,2116.13
CLUST-LOT-03,W01,-1,-3,1,10,2.53,1.79,2105.67
CLUST-LOT-03,W01,-1,-2,1,10,2.47,1.81,2124.65
CLUST-LOT-03,W01,-1,-1,2,21,3.29,1.8,2160.02
CLUST-LOT-03,W01,-1,0,2,21,2.93,1.79,2076.21
CLUST-LOT-03,W01,-1,1,1,10,3.28,1.8,2070.73
CLUST-LOT-03,W01,-1,2,2,21,2.78,1.79,2104.3
CLUST-LOT-03,W01,-1,3,1,10,2.87,1.8,2106.11
CLUST-LOT-03,W01,-1,4,1,10,3,1.79,2128.15
CLUST-LOT-03,W01,-1,5,1,10,2.7,1.81,2102.09
CLUST-LOT-03,W01,-1,6,1,10,2.64,1.77,2052.31
CLUST-LOT-03,W01,-1,7,1,10,2.76,1.72,2085.48
CLUST-LOT-03,W01,-1,8,1,10,2.85,1.81,2119.38
CLUST-LOT-03,W01,0,-8,1,10,2.6,1.8,2100.86
CLUST-LOT-03,W01,0,-7,1,10,2.87,1.79,2120.1
CLUST-LOT-03,W01,0,-6,1,11,2.53,1.77,2107.96
CLUST-LOT-03,W01,0,-5,1,10,2.69,1.83,2055.83
CLUST-LOT-03,W01,0,-4,1,10,2.66,1.81,2131.43
CLUST-LOT-03,W01,0,-3,1,10,3.08,1.8,2114.91
CLUST-LOT-03,W01,0,-2,3,32,3.31,1.78,2099.89
CLUST-LOT-03,W01,0,-1,2,21,2.91,1.86,2105.67
CLUST-LOT-03,W01,0,0,2,23,2.77,1.73,2061.26
CLUST-LOT-03,W01,0,1,1,10,2.55,1.82,2077.72
CLUST-LOT-03,W01,0,2,2,21,3.12,1.77,2095.61
CLUST-LOT-03,W01,0,3,1,10,2.96,1.79,2129.51
CLUST-LOT-03,W01,0,4,1,10,2.68,1.76,2074.24
CLUST-LOT-03,W01,0,5,1,10,3.02,1.85,2096.26
CLUST-LOT-03,W01,0,6,1,10,2.73,1.78,2057.88
CLUST-LOT-03,W01,0,7,1,10,2.16,1.79,2107.25
CLUST-LOT-03,W01,0,8,1,10,2.91,1.74,2052.53
CLUST-LOT-03,W01,1,-8,1,10,2.24,1.81,2099.85
CLUST-LOT-03,W01,1,-7,1,10,3.56,1.79,2078.4
CLUST-LOT-03,W01,1,-6,1,10,3.08,1.82,2096.86
CLUST-LOT-03,W01,1,-5,1,10,2.51,1.83,2115.6
CLUST-LOT-03,W01,1,-4,1,10,3.23,1.84,2059.83
CLUST-LOT-03,W01,1,-3,3,32,3.1,1.86,2070.76
CLUST-LOT-03,W01,1,-2,2,23,3.38,1.79,2056.23
CLUST-LOT-03,W01,1,-1,2,23,2.69,1.83,2084.19
CLUST-LOT-03,W01,1,0,3,32,2.98,1.77,2096.18
CLUST-LOT-03,W01,1,1,3,32,3.28,1.82,2110.2
CLUST-LOT-03,W01,1,2,1,10,2.89,1.81,2104.84
CLUST-LOT-03,W01,1,3,1,10,2.6,1.74,2115.3
CLUST-LOT-03,W01,1,4,1,10,2.7,1.83,2144.41
CLUST-LOT-03,W01,1,5,1,10,2.31,1.8,2073.36
CLUST-LOT-03,W01,1,6,1,10,2.65,1.76,2083.68
CLUST-LOT-03,W01,1,7,1,10,2.86,1.78,2101.28
CLUST-LOT-03,W01,1,8,1,10,2.28,1.78,2104.95
CLUST-LOT-03,W01,2,-8,1,10,2.54,1.82,2071.39
CLUST-LOT-03,W01,2,-7,1,10,2.82,1.82,2111.78
CLUST-LOT-03,W01,2,-6,1,10,2.92,1.77,2085.9
CLUST-LOT-03,W01,2,-5,1,10,2.56,1.78,2087.02
CLUST-LOT-03,W01,2,-4,2,23,2.6,1.79,2127.1
CLUST-LOT-03,W01,2,-3,1,10,3.2,1.82,2044.18
CLUST-LOT-03,W01,2,-2,1,10,3.09,1.83,2140.34
CLUST-LOT-03,W01,2,-1,1,10,1.67,1.79,2088.66
CLUST-LOT-03,W01,2,0,2,21,2.74,1.82,2077.07
CLUST-LOT-03,W01,2,1,1,10,2.3,1.83,2100.36
CLUST-LOT-03,W01,2,2,3,32,2.7,1.77,2104.05
CLUST-LOT-03,W01,2,3,1,10,3.18,1.79,2101.17
CLUST-LOT-03,W01,2,4,1,10,3.21,1.86,2088.17
CLUST-LOT-03,W01,2,5,1,10,3.32,1.79,2096.94
CLUST-LOT-03,W01,2,6,1,10,1.9,1.83,2091.61
CLUST-LOT-03,W01,2,7,1,10,2.86,1.78,2099.41
CLUST-LOT-03,W01,2,8,1,10,3.14,1.76,2067.86
CLUST-LOT-03,W01,3,-7,1,10,2.99,1.83,2087.71
CLUST-LOT-03,W01,3,-6,1,10,2.78,1.8,2064.09
CLUST-LOT-03,W01,3,-5,1,10,2.18,1.8,2113.75
CLUST-LOT-03,W01,3,-4,1,10,3.06,1.81,2116.79
CLUST-LOT-03,W01,3,-3,1,11,3.16,1.8,2087.2
CLUST-LOT-03,W01,3,-2,1,10,2.72,1.78,2081.05
CLUST-LOT-03,W01,3,-1,1,10,3.07,1.81,2093.72
CLUST-LOT-03,W01,3,0,1,10,2.03,1.8,2071.09
CLUST-LOT-03,W01,3,1,1,10,2.7,1.75,2060.56
CLUST-LOT-03,W01,3,2,1,10,2.75,1.8,2119.13
CLUST-LOT-03,W01,3,3,1,10,3.02,1.79,2107.28
CLUST-LOT-03,W01,3,4,1,10,2.81,1.78,2076.03
CLUST-LOT-03,W01,3,5,1,10,2.52,1.84,2067.7
CLUST-LOT-03,W01,3,6,1,11,2.37,1.8,2079.68
CLUST-LOT-03,W01,3,7,1,10,3.06,1.88,2085.41
CLUST-LOT-03,W01,4,-7,1,10,3.35,1.82,2088.64
CLUST-LOT-03,W01,4,-6,1,10,3.06,1.81,2096.64
CLUST-LOT-03,W01,4,-5,1,10,2.56,1.81,2105.8
CLUST-LOT-03,W01,4,-4,1,10,3.22,1.74,2069.34
CLUST-LOT-03,W01,4,-3,1,10,3.29,1.78,2114.03
CLUST-LOT-03,W01,4,-2,1,10,3.12,1.77,2104.31
CLUST-LOT-03,W01,4,-1,1,10,2.57,1.8,2128.62
CLUST-LOT-03,W01,4,0,1,10,2.66,1.76,2096.62
CLUST-LOT-03,W01,4,1,1,10,2.94,1.82,2093.23
CLUST-LOT-03,W01,4,2,1,10,1.9,1.8,2104.05
CLUST-LOT-03,W01,4,3,1,10,2.83,1.81,2104.38
CLUST-LOT-03,W01,4,4,1,10,2.81,1.82,2124.58
CLUST-LOT-03,W01,4,5,1,10,2.73,1.81,2077.77
CLUST-LOT-03,W01,4,6,1,10,2.82,1.82,2144.18
CLUST-LOT-03,W01,4,7,1,10,2.64,1.76,2121.98
CLUST-LOT-03,W01,5,-6,1,10,3.37,1.81,2134.59
CLUST-LOT-03,W01,5,-5,1,10,2.71,1.76,2118.82
CLUST-LOT-03,W01,5,-4,1,10,2.33,1.82,2070
CLUST-LOT-03,W01,5,-3,1,10,2.93,1.76,2112.62
CLUST-LOT-03,W01,5,-2,1,10,2.64,1.78,2074.08
CLUST-LOT-03,W01,5,-1,1,10,2.4,1.8,2089.85
CLUST-LOT-03,W01,5,0,1,10,2.73,1.83,2093.6
CLUST-LOT-03,W01,5,1,1,10,2.43,1.79,2101.38
CLUST-LOT-03,W01,5,2,2,23,2.49,1.77,2047.77
CLUST-LOT-03,W01,5,3,1,10,2.46,1.81,2134.4
CLUST-LOT-03,W01,5,4,1,10,2.53,1.78,2117.26
CLUST-LOT-03,W01,5,5,1,10,2.25,1.83,2092.78
CLUST-LOT-03,W01,5,6,1,10,3.73,1.72,2133.65
CLUST-LOT-03,W01,6,-5,1,10,2.89,1.8,2131.37
CLUST-LOT-03,W01,6,-4,1,10,2.94,1.81,2061.86
CLUST-LOT-03,W01,6,-3,1,10,3.01,1.82,2104.14
CLUST-LOT-03,W01,6,-2,1,10,2.81,1.82,2129.79
CLUST-LOT-03,W01,6,-1,1,11,2.71,1.77,2043.22
CLUST-LOT-03,W01,6,0,1,10,3.16,1.76,2136.13
CLUST-LOT-03,W01,6,1,1,10,2.84,1.75,2123.64
CLUST-LOT-03,W01,6,2,1,10,2.49,1.78,2074.16
CLUST-LOT-03,W01,6,3,1,10,2.78,1.81,2073.8
CLUST-LOT-03,W01,6,4,1,10,3.1,1.81,2116.02
CLUST-LOT-03,W01,6,5,1,10,2.72,1.77,2085.86
CLUST-LOT-03,W01,7,-4,1,10,3.06,1.79,2129.67
CLUST-LOT-03,W01,7,-3,1,10,2.31,1.8,2075.18
CLUST-LOT-03,W01,7,-2,1,10,2.4,1.8,2090.03
CLUST-LOT-03,W01,7,-1,1,10,2.88,1.8,2096.41
CLUST-LOT-03,W01,7,0,1,10,2.96,1.79,2126.14
CLUST-LOT-03,W01,7,1,1,10,2.55,1.8,2167.95
CLUST-LOT-03,W01,7,2,1,10,2.74,1.88,2089.79
CLUST-LOT-03,W01,7,3,1,10,3.21,1.77,2103.89
CLUST-LOT-03,W01,7,4,1,10,2.37,1.81,2119.97
CLUST-LOT-03,W01,8,-2,1,10,2.65,1.79,2127.89
CLUST-LOT-03,W01,8,-1,1,10,3.28,1.81,2131.65
CLUST-LOT-03,W01,8,0,1,10,2.25,1.81,2132.66
CLUST-LOT-03,W01,8,1,1,10,2.53,1.81,2081.75
CLUST-LOT-03,W01,8,2,1,10,2.58,1.79,2109.55
CLUST-LOT-03,W02,-8,-2,1,11,2.51,1.8,2048.65
CLUST-LOT-03,W02,-8,-1,1,10,3.28,1.83,2113.5
CLUST-LOT-03,W02,-8,0,1,10,2.69,1.78,2095.83
CLUST-LOT-03,W02,-8,1,1,10,2.71,1.85,2077.98
CLUST-LOT-03,W02,-8,2,1,10,3.44,1.79,2119.15
CLUST-LOT-03,W02,-7,-4,1,10,2.47,1.78,2100.46
CLUST-LOT-03,W02,-7,-3,1,10,2.6,1.8,2077.92
CLUST-LOT-03,W02,-7,-2,1,10,2.83,1.8,2072.12
CLUST-LOT-03,W02,-7,-1,1,10,2.71,1.8,2099.9
CLUST-LOT-03,W02,-7,0,1,10,2.82,1.8,2110.73
CLUST-LOT-03,W02,-7,1,1,10,2.7,1.81,2084.85
CLUST-LOT-03,W02,-7,2,1,10,3.11,1.83,2118.56
CLUST-LOT-03,W02,-7,3,1,11,2.65,1.8,2101.75
CLUST-LOT-03,W02,-7,4,2,23,3.61,1.79,2099.14
CLUST-LOT-03,W02,-6,-5,1,10,3.04,1.8,2097.21
CLUST-LOT-03,W02,-6,-4,1,10,2.76,1.83,2087.56
CLUST-LOT-03,W02,-6,-3,1,10,3.35,1.8,2089.93
CLUST-LOT-03,W02,-6,-2,1,10,2.97,1.78,2089.54
CLUST-LOT-03,W02,-6,-1,1,10,2.38,1.82,2077.12
CLUST-LOT-03,W02,-6,0,1,10,2.63,1.82,2063.3
CLUST-LOT-03,W02,-6,1,1,10,2.99,1.8,2123.57
CLUST-LOT-03,W02,-6,2,1,10,3.2,1.77,2085.75
CLUST-LOT-03,W02,-6,3,1,10,3.51,1.77,2124.98
CLUST-LOT-03,W02,-6,4,1,10,2.73,1.79,2037.86
CLUST-LOT-03,W02,-6,5,1,10,3.37,1.82,2106.41
CLUST-LOT-03,W02,-5,-6,1,10,2.56,1.73,2109.73
CLUST-LOT-03,W02,-5,-5,1,10,3.29,1.74,2089.79
CLUST-LOT-03,W02,-5,-4,1,11,3.07,1.81,2129.89
CLUST-LOT-03,W02,-5,-3,1,10,2.77,1.78,2098.45
CLUST-LOT-03,W02,-5,-2,1,10,2.69,1.77,2105.15
CLUST-LOT-03,W02,-5,-1,1,10,2.78,1.78,2065.79
CLUST-LOT-03,W02,-5,0,1,10,2.98,1.81,2100.27
CLUST-LOT-03,W02,-5,1,1,10,2.37,1.83,2155.14
CLUST-LOT-03,W02,-5,2,1,10,2.9,1.83,2120.28
CLUST-LOT-03,W02,-5,3,1,10,2.77,1.87,2112.65
CLUST-LOT-03,W02,-5,4,1,10,2.7,1.8,2052.19
CLUST-LOT-03,W02,-5,5,1,10,2.81,1.86,2103.75
CLUST-LOT-03,W02,-5,6,1,10,2.64,1.8,2072
CLUST-LOT-03,W02,-4,-7,1,10,2.95,1.78,2114.59
CLUST-LOT-03,W02,-4,-6,1,10,2.72,1.8,2132.08
CLUST-LOT-03,W02,-4,-5,1,10,2.82,1.83,2119.97
CLUST-LOT-03,W02,-4,-4,1,10,2.75,1.79,2088.21
CLUST-LOT-03,W02,-4,-3,1,10,2.5,1.83,2074.53
CLUST-LOT-03,W02,-4,-2,1,10,2.5,1.77,2082.77
CLUST-LOT-03,W02,-4,-1,1,10,2.76,1.76,2098.4
CLUST-LOT-03,W02,-4,0,1,11,3.18,1.85,2098.55
CLUST-LOT-03,W02,-4,1,1,10,2.71,1.84,2123.47
CLUST-LOT-03,W02,-4,2,3,32,3.11,1.81,2107.95
CLUST-LOT-03,W02,-4,3,1,10,2.82,1.78,2106.31
CLUST-LOT-03,W02,-4,4,2,21,2.75,1.79,2094.91
CLUST-LOT-03,W02,-4,5,1,10,3.45,1.76,2082.19
CLUST-LOT-03,W02,-4,6,1,10,2.67,1.79,2124.58
CLUST-LOT-03,W02,-4,7,1,10,3.26,1.81,2079.14
CLUST-LOT-03,W02,-3,-7,1,10,2.38,1.76,2116.45
CLUST-LOT-03,W02,-3,-6,1,10,2.56,1.82,2145.3
CLUST-LOT-03,W02,-3,-5,1,10,2.57,1.78,2092.48
CLUST-LOT-03,W02,-3,-4,1,10,2.55,1.8,2053.05
CLUST-LOT-03,W02,-3,-3,1,10,3.1,1.82,2111.49
CLUST-LOT-03,W02,-3,-2,1,10,2.19,1.77,2129.32
CLUST-LOT-03,W02,-3,-1,1,10,2.88,1.86,2085.87
CLUST-LOT-03,W02,-3,0,1,10,3.05,1.85,2105.48
CLUST-LOT-03,W02,-3,1,1,10,2.05,1.81,2107.96
CLUST-LOT-03,W02,-3,2,3,32,2.54,1.76,2111.75
CLUST-LOT-03,W02,-3,3,1,10,3.01,1.78,2080.94
CLUST-LOT-03,W02,-3,4,1,10,2.49,1.85,2106.79
CLUST-LOT-03,W02,-3,5,1,10,3.22,1.81,2097.42
CLUST-LOT-03,W02,-3,6,1,10,2.96,1.8,2153.78
CLUST-LOT-03,W02,-3,7,1,10,3.2,1.83,2091.74
CLUST-LOT-03,W02,-2,-8,1,10,3.39,1.8,2139.19
CLUST-LOT-03,W02,-2,-7,1,10,2.8,1.77,2099.75
CLUST-LOT-03,W02,-2,-6,1,10,3.34,1.82,2100.66
CLUST-LOT-03,W02,-2,-5,1,10,2.08,1.83,2098.76
CLUST-LOT-03,W02,-2,-4,1,10,2.54,1.76,2124.25
CLUST-LOT-03,W02,-2,-3,1,10,3.3,1.83,2089.63
CLUST-LOT-03,W02,-2,-2,1,10,2.94,1.82,2127.73
CLUST-LOT-03,W02,-2,-1,1,10,3.18,1.86,2110.97
CLUST-LOT-03,W02,-2,0,1,10,2.34,1.77,2092
CLUST-LOT-03,W02,-2,1,2,21,2.92,1.79,2084.81
CLUST-LOT-03,W02,-2,2,1,10,2.37,1.78,2095.15
CLUST-LOT-03,W02,-2,3,2,23,2.65,1.77,2119.64
CLUST-LOT-03,W02,-2,4,1,10,3.21,1.81,2123.83
CLUST-LOT-03,W02,-2,5,1,10,2.6,1.8,2114.56
CLUST-LOT-03,W02,-2,6,1,10,3.21,1.83,2112.69
CLUST-LOT-03,W02,-2,7,1,10,2.78,1.81,2151.93
CLUST-LOT-03,W02,-2,8,1,10,2.54,1.79,2112.88
CLUST-LOT-03,W02,-1,-8,1,10,2.79,1.77,2125.19
CLUST-LOT-03,W02,-1,-7,1,10,2.69,1.84,2082.49
CLUST-LOT-03,W02,-1,-6,1,10,2.86,1.84,2091.21
CLUST-LOT-03,W02,-1,-5,1,10,3.28,1.82,2108.15
CLUST-LOT-03,W02,-1,-4,1,10,2.42,1.81,2096.05
CLUST-LOT-03,W02,-1,-3,1,10,2.57,1.75,2077.26
CLUST-LOT-03,W02,-1,-2,1,10,2.39,1.82,2116.13
CLUST-LOT-03,W02,-1,-1,1,10,2.85,1.77,2154.29
CLUST-LOT-03,W02,-1,0,2,21,2.59,1.76,2118.54
CLUST-LOT-03,W02,-1,1,2,21,2.8,1.82,2105.03
CLUST-LOT-03,W02,-1,2,3,32,2.7,1.8,2099.09
CLUST-LOT-03,W02,-1,3,1,10,2.93,1.73,2078.56
CLUST-LOT-03,W02,-1,4,1,10,2.69,1.78,2062.7
CLUST-LOT-03,W02,-1,5,1,10,2.71,1.8,2091.73
CLUST-LOT-03,W02,-1,6,1,10,2.6,1.79,2064
CLUST-LOT-03,W02,-1,7,1,11,2.85,1.78,2075.22
CLUST-LOT-03,W02,-1,8,1,10,2.62,1.89,2079.81
CLUST-LOT-03,W02,0,-8,1,10,2.4,1.79,2105.46
CLUST-LOT-03,W02,0,-7,1,10,2.77,1.76,2116.31
CLUST-LOT-03,W02,0,-6,1,10,2.54,1.75,2076.56
CLUST-LOT-03,W02,0,-5,1,10,2.83,1.83,2144.29
CLUST-LOT-03,W02,0,-4,1,10,2.69,1.82,2092.62
CLUST-LOT-03,W02,0,-3,1,10,2.52,1.82,2108.54
CLUST-LOT-03,W02,0,-2,3,32,2.98,1.79,2103.99
CLUST-LOT-03,W02,0,-1,1,10,2.47,1.81,2118.37
CLUST-LOT-03,W02,0,0,2,21,3.06,1.79,2115.73
CLUST-LOT-03,W02,0,1,1,10,3.4,1.8,2060.53
CLUST-LOT-03,W02,0,2,1,10,2.97,1.77,2073.5
CLUST-LOT-03,W02,0,3,1,10,3.29,1.87,2111.31
CLUST-LOT-03,W02,0,4,1,10,3.05,1.74,2126.5
CLUST-LOT-03,W02,0,5,1,10,2.6,1.78,2084.16
CLUST-LOT-03,W02,0,6,1,10,2.54,1.83,2101.4
CLUST-LOT-03,W02,0,7,1,10,2.53,1.83,2081.83
CLUST-LOT-03,W02,0,8,1,10,2.34,1.79,2087.25
CLUST-LOT-03,W02,1,-8,1,10,2.89,1.78,2120.24
CLUST-LOT-03,W02,1,-7,1,10,2.71,1.81,2109.42
CLUST-LOT-03,W02,1,-6,1,10,2.93,1.81,2148.84
CLUST-LOT-03,W02,1,-5,1,10,2.88,1.82,2095.96
CLUST-LOT-03,W02,1,-4,2,23,2.06,1.74,2071.45
CLUST-LOT-03,W02,1,-3,2,23,3.14,1.8,2147.18
CLUST-LOT-03,W02,1,-2,1,10,2.59,1.79,2120.05
CLUST-LOT-03,W02,1,-1,1,10,2.68,1.76,2133.68
CLUST-LOT-03,W02,1,0,1,10,2.71,1.79,2068.89
CLUST-LOT-03,W02,1,1,1,10,3.01,1.74,2078.8
CLUST-LOT-03,W02,1,2,1,10,2.17,1.77,2055.37
CLUST-LOT-03,W02,1,3,1,10,2.21,1.81,2098.39
CLUST-LOT-03,W02,1,4,1,10,2.91,1.77,2108.53
CLUST-LOT-03,W02,1,5,1,10,2.92,1.8,2119.05
CLUST-LOT-03,W02,1,6,1,10,3.38,1.82,2087.47
CLUST-LOT-03,W02,1,7,1,10,2.82,1.85,2109.1
CLUST-LOT-03,W02,1,8,1,10,3.11,1.8,2086.4
CLUST-LOT-03,W02,2,-8,1,10,2.95,1.82,2092.19
CLUST-LOT-03,W02,2,-7,1,10,3.21,1.83,2106.15
CLUST-LOT-03,W02,2,-6,1,10,3.03,1.76,2107.99
CLUST-LOT-03,W02,2,-5,1,10,3.15,1.82,2120.92
CLUST-LOT-03,W02,2,-4,3,32,3.61,1.84,2125.72
CLUST-LOT-03,W02,2,-3,2,21,2.98,1.8,2114.33
CLUST-LOT-03,W02,2,-2,1,10,2.7,1.79,2103.88
CLUST-LOT-03,W02,2,-1,1,10,3.02,1.81,2132.95
CLUST-LOT-03,W02,2,0,1,10,2.39,1.78,2116.87
CLUST-LOT-03,W02,2,1,1,10,2.22,1.85,2109.24
CLUST-LOT-03,W02,2,2,1,10,3.25,1.77,2081.24
CLUST-LOT-03,W02,2,3,1,10,2.78,1.76,2092.36
CLUST-LOT-03,W02,2,4,1,10,2.99,1.82,2108.58
CLUST-LOT-03,W02,2,5,1,10,3.35,1.79,2133.29
CLUST-LOT-03,W02,2,6,1,10,3.27,1.84,2072.1
CLUST-LOT-03,W02,2,7,1,10,2.5,1.82,2109.1
CLUST-LOT-03,W02,2,8,1,10,3.58,1.77,2087.45
CLUST-LOT-03,W02,3,-7,1,10,2.91,1.8,2081.51
CLUST-LOT-03,W02,3,-6,1,10,3.06,1.84,2094.7
CLUST-LOT-03,W02,3,-5,1,10,2.42,1.79,2101.84
CLUST-LOT-03,W02,3,-4,1,10,2.48,1.8,2137.79
CLUST-LOT-03,W02,3,-3,1,10,2.53,1.77,2095.2
CLUST-LOT-03,W02,3,-2,2,21,2.74,1.85,2124.19
CLUST-LOT-03,W02,3,-1,2,21,2.54,1.8,2097.16
CLUST-LOT-03,W02,3,0,1,10,2.95,1.83,2068.54
CLUST-LOT-03,W02,3,1,1,10,2.88,1.84,2058.81
CLUST-LOT-03,W02,3,2,1,10,2.24,1.78,2121.54
CLUST-LOT-03,W02,3,3,1,10,3.11,1.77,2097.09
CLUST-LOT-03,W02,3,4,1,11,2.64,1.82,2110.44
CLUST-LOT-03,W02,3,5,1,10,2.64,1.8,2113.95
