lot,wafer,x,y,hbin,sbin,leakage,voltage,frequency
HY-LOT-04,W01,-4,3,1,10,2.392,1.779,2123.17
HY-LOT-04,W01,-4,4,1,10,2.276,1.8,2078.03
HY-LOT-04,W01,-4,5,1,10,2.179,1.798,2090.41
HY-LOT-04,W01,-4,6,1,10,1.759,1.802,2135.25
HY-LOT-04,W01,-4,7,1,10,1.926,1.782,2065.21
HY-LOT-04,W01,-3,-7,1,10,2.063,1.826,2095.26
HY-LOT-04,W01,-3,-6,1,10,2.22,1.804,2122.15
HY-LOT-04,W01,-3,-5,1,10,2.221,1.791,2116.84
HY-LOT-04,W01,-3,-4,1,10,2.506,1.785,2094.62
HY-LOT-04,W01,-3,-3,1,10,2.453,1.812,2086.61
HY-LOT-04,W01,-3,-2,1,10,2.144,1.773,2111.51
HY-LOT-04,W01,-3,-1,1,10,2.612,1.812,2119.36
HY-LOT-04,W01,-3,0,1,10,2.39,1.808,2096.64
HY-LOT-04,W01,-3,1,1,10,1.925,1.815,2086.4
HY-LOT-04,W01,-3,2,1,10,1.998,1.854,2093.21
HY-LOT-04,W01,-3,3,1,10,1.861,1.823,2099.09
HY-LOT-04,W01,-3,4,1,10,2.215,1.806,2078.74
HY-LOT-04,W01,-3,5,1,10,2.258,1.812,2121.57
HY-LOT-04,W01,-3,6,1,10,1.972,1.789,2097.14
HY-LOT-04,W01,-3,7,1,10,2.26,1.786,2077.12
HY-LOT-04,W01,-2,-8,1,10,2.103,1.795,2095.1
HY-LOT-04,W01,-2,-7,1,10,2.048,1.795,2112.94
HY-LOT-04,W01,-2,-6,1,10,2.269,1.814,2105.73
HY-LOT-04,W01,-2,-5,1,10,2.574,1.783,2116.4
HY-LOT-04,W01,-2,-4,1,10,2.065,1.826,2096.22
HY-LOT-04,W01,-2,-3,1,10,2.243,1.798,2102.95
HY-LOT-04,W01,-2,-2,1,10,2.219,1.807,2110.86
HY-LOT-04,W01,-2,-1,1,10,2.082,1.803,2071.49
HY-LOT-04,W01,-2,0,1,10,2.444,1.817,2096.85
HY-LOT-04,W01,-2,1,1,10,2.207,1.786,2079.19
HY-LOT-04,W01,-2,2,1,10,2.108,1.789,2109.92
HY-LOT-04,W01,-2,3,1,10,2.269,1.793,2111.02
HY-LOT-04,W01,-2,4,1,10,2.261,1.789,2085.96
HY-LOT-04,W01,-2,5,1,10,2.469,1.823,2094.63
HY-LOT-04,W01,-2,6,1,10,1.789,1.785,2132.88
HY-LOT-04,W01,-2,7,1,10,2.15,1.81,2129.11
HY-LOT-04,W01,-2,8,1,10,2.2,1.791,2102.44
HY-LOT-04,W01,-1,-8,1,10,2.201,1.817,2092.53
HY-LOT-04,W01,-1,-7,1,10,1.985,1.836,2104.72
HY-LOT-04,W01,-1,-6,1,10,2.185,1.826,2082.96
HY-LOT-04,W01,-1,-5,1,10,2.153,1.798,2109.22
HY-LOT-04,W01,-1,-4,1,10,2.502,1.807,2109.4
HY-LOT-04,W01,-1,-3,1,10,2.295,1.791,2098.1
HY-LOT-04,W01,-1,-2,1,10,2.524,1.796,2106.82
HY-LOT-04,W01,-1,-1,1,10,2.346,1.821,2077.09
HY-LOT-04,W01,-1,0,1,10,2.678,1.793,2085.7
HY-LOT-04,W01,-1,1,1,10,2.112,1.808,2098.49
HY-LOT-04,W01,-1,2,1,10,2.086,1.805,2079.56
HY-LOT-04,W01,-1,3,1,10,2.316,1.823,2118.43
HY-LOT-04,W01,-1,4,1,10,2.44,1.808,2115.37
HY-LOT-04,W01,-1,5,1,10,2.265,1.8,2125.25
HY-LOT-04,W01,-1,6,1,10,2.074,1.766,2100.72
HY-LOT-04,W01,-1,7,1,10,2.013,1.824,2103.84
HY-LOT-04,W01,-1,8,1,10,2.267,1.819,2090.15
HY-LOT-04,W01,0,-8,1,10,2.497,1.813,2097.44
HY-LOT-04,W01,0,-7,1,10,2.005,1.811,2084.59
HY-LOT-04,W01,0,-6,1,10,2.087,1.808,2128.54
HY-LOT-04,W01,0,-5,1,10,2.12,1.791,2114.09
HY-LOT-04,W01,0,-4,1,10,2.024,1.816,2085.57
HY-LOT-04,W01,0,-3,1,10,1.821,1.802,2114.26
HY-LOT-04,W01,0,-2,1,10,2.349,1.786,2092.26
HY-LOT-04,W01,0,-1,1,10,2.161,1.801,2095.53
HY-LOT-04,W01,0,0,1,10,2.649,1.79,2109.95
HY-LOT-04,W01,0,1,1,10,2.239,1.795,2116.19
HY-LOT-04,W01,0,2,1,10,2.52,1.788,2099.95
HY-LOT-04,W01,0,3,1,10,2.523,1.806,2087.52
HY-LOT-04,W01,0,4,1,10,2.004,1.782,2099.5
HY-LOT-04,W01,0,5,1,10,2.022,1.825,2098.36
HY-LOT-04,W01,0,6,1,10,2.169,1.786,2076.57
HY-LOT-04,W01,0,7,1,10,1.722,1.808,2073
HY-LOT-04,W01,0,8,1,10,2.192,1.797,2084.8
HY-LOT-04,W01,1,-8,1,10,2.159,1.788,2105.12
HY-LOT-04,W01,1,-7,1,10,2.177,1.797,2106.05
HY-LOT-04,W01,1,-6,1,10,2.18,1.811,2117.76
HY-LOT-04,W01,1,-5,1,10,2.627,1.774,2110.74
HY-LOT-04,W01,1,-4,1,10,2.259,1.823,2110.32
HY-LOT-04,W01,1,-3,1,10,2.341,1.796,2085.5
HY-LOT-04,W01,1,-2,1,10,2.527,1.788,2087.07
HY-LOT-04,W01,1,-1,1,10,2.311,1.805,2118.53
HY-LOT-04,W01,1,0,1,10,2.144,1.785,2095.92
HY-LOT-04,W01,1,1,1,10,2.214,1.805,2126.19
HY-LOT-04,W01,1,2,1,10,2.33,1.785,2095.49
HY-LOT-04,W01,1,3,1,10,2.274,1.789,2082.79
HY-LOT-04,W01,1,4,1,10,2.115,1.8,2071.96
HY-LOT-04,W01,1,5,1,10,2.253,1.799,2086.08
HY-LOT-04,W01,1,6,1,10,2.201,1.766,2087.5
HY-LOT-04,W01,1,7,1,10,2.416,1.817,2099.13
HY-LOT-04,W01,1,8,1,10,2.151,1.812,2086.31
HY-LOT-04,W01,2,-8,1,10,2.211,1.814,2121.48
HY-LOT-04,W01,2,-7,1,10,2.421,1.803,2100.05
HY-LOT-04,W01,2,-6,1,10,1.95,1.809,2128.04
HY-LOT-04,W01,2,-5,1,10,1.923,1.755,2126.67
HY-LOT-04,W01,2,-4,1,10,2.287,1.805,2097.85
HY-LOT-04,W01,2,-3,1,10,2.421,1.761,2097.67
HY-LOT-04,W01,2,-2,1,10,2.388,1.776,2094.4
HY-LOT-04,W01,2,-1,1,10,2.262,1.817,2097.77
HY-LOT-04,W01,2,0,1,10,2.025,1.797,2100.51
HY-LOT-04,W01,2,1,1,10,1.988,1.809,2103.01
HY-LOT-04,W01,2,2,1,10,1.948,1.818,2090.41
HY-LOT-04,W01,2,3,1,10,2.405,1.83,2087.18
HY-LOT-04,W01,2,4,1,10,1.946,1.769,2096.86
HY-LOT-04,W01,2,5,1,10,2.306,1.801,2096.93
HY-LOT-04,W01,2,6,1,10,1.546,1.822,2084.69
HY-LOT-04,W01,2,7,1,10,2.183,1.802,2096.7
HY-LOT-04,W01,2,8,1,10,2.364,1.78,2119.5
HY-LOT-04,W01,3,-7,1,10,2.587,1.783,2087.94
HY-LOT-04,W01,3,-6,1,10,2.271,1.807,2095.31
HY-LOT-04,W01,3,-5,1,10,2.037,1.82,2111.64
HY-LOT-04,W01,3,-4,1,10,2.387,1.795,2108.88
HY-LOT-04,W01,3,-3,1,10,2.334,1.802,2108.95
HY-LOT-04,W01,3,-2,1,10,2.179,1.79,2101.8
HY-LOT-04,W01,3,-1,1,10,2.445,1.791,2104.03
HY-LOT-04,W01,3,0,1,10,2.185,1.791,2068.91
HY-LOT-04,W01,3,1,1,10,2.812,1.798,2080.39
HY-LOT-04,W01,3,2,1,10,2.317,1.807,2084
HY-LOT-04,W01,3,3,1,10,2.216,1.79,2119.13
HY-LOT-04,W01,3,4,1,10,2.206,1.795,2085.25
HY-LOT-04,W01,3,5,1,10,2.228,1.791,2120.8
HY-LOT-04,W01,3,6,1,10,2.171,1.824,2102.83
HY-LOT-04,W01,3,7,1,10,2.215,1.808,2106.28
HY-LOT-04,W01,4,-7,1,10,2.335,1.816,2073.91
HY-LOT-04,W01,4,-6,1,10,2.113,1.804,2102.19
HY-LOT-04,W01,4,-5,1,10,3.005,1.837,2084.91
HY-LOT-04,W01,4,-4,1,10,2.16,1.8,2070.88
HY-LOT-04,W01,4,-3,1,10,2.163,1.777,2097.89
HY-LOT-04,W01,4,-2,1,10,1.784,1.788,2101.74
HY-LOT-04,W01,4,-1,1,10,1.983,1.794,2099.64
HY-LOT-04,W01,4,0,1,10,2.902,1.824,2102.63
HY-LOT-04,W01,4,1,1,10,2.018,1.797,2123.1
HY-LOT-04,W01,4,2,1,10,2.045,1.801,2067.91
HY-LOT-04,W01,4,3,1,10,2.27,1.785,2103.29
HY-LOT-04,W01,4,4,1,10,2.285,1.775,2121.2
HY-LOT-04,W01,4,5,1,10,2.255,1.807,2120.01
HY-LOT-04,W01,4,6,1,10,1.888,1.747,2084.51
HY-LOT-04,W01,4,7,1,10,2.227,1.825,2110.87
HY-LOT-04,W01,5,-6,1,10,2.148,1.832,2098.55
HY-LOT-04,W01,5,-5,1,10,2.473,1.792,2097.59
HY-LOT-04,W01,5,-4,1,10,2.269,1.787,2076.66
HY-LOT-04,W01,5,-3,1,10,2.204,1.781,2090.85
HY-LOT-04,W01,5,-2,1,10,2.581,1.763,2103.2
HY-LOT-04,W01,5,-1,1,10,2.464,1.802,2069.77
HY-LOT-04,W01,5,0,1,10,2.377,1.812,2078.69
HY-LOT-04,W01,5,1,1,10,2.339,1.805,2108.16
HY-LOT-04,W01,5,2,1,10,2.369,1.817,2107.96
HY-LOT-04,W01,5,3,1,10,2.471,1.801,2101.4
HY-LOT-04,W01,5,4,1,10,2.258,1.811,2108.74
HY-LOT-04,W01,5,5,1,10,1.881,1.784,2103.17
HY-LOT-04,W01,5,6,1,10,2.375,1.809,2116.07
HY-LOT-04,W01,6,-5,1,10,2.268,1.779,2097.28
HY-LOT-04,W01,6,-4,1,10,2.39,1.788,2084.75
HY-LOT-04,W01,6,-3,1,10,2.361,1.813,2093.56
HY-LOT-04,W01,6,-2,1,10,2.059,1.783,2116.32
HY-LOT-04,W01,6,-1,1,10,2.353,1.796,2122.76
HY-LOT-04,W01,6,0,1,10,2.25,1.773,2070.68
HY-LOT-04,W01,6,1,1,10,2.108,1.786,2107.98
HY-LOT-04,W01,6,2,1,10,2.278,1.81,2085.82
HY-LOT-04,W01,6,3,1,10,2.363,1.794,2090.46
HY-LOT-04,W01,6,4,1,10,2.342,1.824,2090.63
HY-LOT-04,W01,6,5,1,10,1.955,1.816,2107.79
HY-LOT-04,W01,7,-4,1,10,2.26,1.784,2105.15
HY-LOT-04,W01,7,-3,1,10,1.775,1.8,2095.87
HY-LOT-04,W01,7,-2,1,10,2.345,1.807,2108.75
HY-LOT-04,W01,7,-1,1,10,2.244,1.784,2105.84
HY-LOT-04,W01,7,0,1,10,2.309,1.789,2102.6
HY-LOT-04,W01,7,1,1,10,2.085,1.779,2110.01
HY-LOT-04,W01,7,2,1,10,2.513,1.813,2088.56
HY-LOT-04,W01,7,3,1,10,2.504,1.819,2146.71
HY-LOT-04,W01,7,4,1,10,2.248,1.787,2134.9
HY-LOT-04,W01,8,-2,1,10,2.162,1.804,2094.21
HY-LOT-04,W01,8,-1,1,10,2.285,1.775,2118.87
HY-LOT-04,W01,8,0,1,10,2.375,1.806,2127.19
HY-LOT-04,W01,8,1,1,10,2.169,1.827,2112.33
HY-LOT-04,W01,8,2,1,10,2.142,1.809,2091.58
HY-LOT-04,W02,-8,-2,1,10,2.466,1.809,2095.92
HY-LOT-04,W02,-8,-1,1,10,2.555,1.776,2109.7
HY-LOT-04,W02,-8,0,1,10,1.791,1.808,2115.13
HY-LOT-04,W02,-8,1,1,10,1.799,1.801,2099.34
HY-LOT-04,W02,-8,2,1,10,2.524,1.827,2083.12
HY-LOT-04,W02,-7,-4,1,10,2.243,1.837,2097
HY-LOT-04,W02,-7,-3,1,10,1.885,1.786,2059.89
HY-LOT-04,W02,-7,-2,1,10,2.141,1.793,2106.48
HY-LOT-04,W02,-7,-1,1,10,2.198,1.786,2115.85
HY-LOT-04,W02,-7,0,1,10,2.12,1.782,2099
HY-LOT-04,W02,-7,1,1,10,2.292,1.791,2095.28
HY-LOT-04,W02,-7,2,1,10,1.867,1.782,2087.23
HY-LOT-04,W02,-7,3,1,10,2.28,1.818,2091.25
HY-LOT-04,W02,-7,4,1,10,1.94,1.81,2100.66
HY-LOT-04,W02,-6,-5,1,10,1.813,1.811,2078.75
HY-LOT-04,W02,-6,-4,1,10,1.912,1.8,2102.49
HY-LOT-04,W02,-6,-3,1,10,2.114,1.788,2113.34
HY-LOT-04,W02,-6,-2,1,10,1.524,1.803,2120.26
HY-LOT-04,W02,-6,-1,1,10,2.104,1.768,2093.32
HY-LOT-04,W02,-6,0,1,10,2.06,1.841,2083.47
HY-LOT-04,W02,-6,1,1,10,2.193,1.767,2101.48
HY-LOT-04,W02,-6,2,1,10,2.069,1.827,2103.04
HY-LOT-04,W02,-6,3,2,21,2.045,1.775,2089.78
HY-LOT-04,W02,-6,4,1,10,2.062,1.79,2080.9
HY-LOT-04,W02,-6,5,1,10,2.029,1.816,2099.12
HY-LOT-04,W02,-5,-6,1,10,2.258,1.792,2111.84
HY-LOT-04,W02,-5,-5,1,10,2.15,1.817,2091.89
HY-LOT-04,W02,-5,-4,1,10,1.948,1.801,2110.3
HY-LOT-04,W02,-5,-3,1,10,2.311,1.773,2098.12
HY-LOT-04,W02,-5,-2,1,10,1.931,1.782,2116.41
HY-LOT-04,W02,-5,-1,1,10,2.439,1.79,2112.06
HY-LOT-04,W02,-5,0,1,10,2.196,1.8,2115.59
HY-LOT-04,W02,-5,1,1,10,2.174,1.805,2095.85
HY-LOT-04,W02,-5,2,1,10,2.146,1.782,2076.18
HY-LOT-04,W02,-5,3,1,10,2.165,1.769,2136.5
HY-LOT-04,W02,-5,4,1,10,2.487,1.842,2120.47
HY-LOT-04,W02,-5,5,1,10,2.192,1.8,2114.09
HY-LOT-04,W02,-5,6,1,10,2.096,1.789,2114.25
HY-LOT-04,W02,-4,-7,1,10,2.175,1.812,2095.45
HY-LOT-04,W02,-4,-6,1,10,1.966,1.808,2111.01
HY-LOT-04,W02,-4,-5,1,10,1.603,1.815,2088.74
HY-LOT-04,W02,-4,-4,1,10,2.186,1.799,2093.16
HY-LOT-04,W02,-4,-3,1,10,1.918,1.812,2114.82
HY-LOT-04,W02,-4,-2,1,10,2.188,1.766,2076.6
HY-LOT-04,W02,-4,-1,1,10,2.054,1.791,2080.2
HY-LOT-04,W02,-4,0,1,10,1.875,1.759,2086.3
HY-LOT-04,W02,-4,1,1,10,2.194,1.799,2087.3
HY-LOT-04,W02,-4,2,1,10,1.912,1.789,2106.14
HY-LOT-04,W02,-4,3,1,10,2.197,1.84,2120.01
HY-LOT-04,W02,-4,4,1,10,2.281,1.81,2101.68
HY-LOT-04,W02,-4,5,1,10,2.284,1.794,2093
HY-LOT-04,W02,-4,6,1,10,2.361,1.796,2119.83
HY-LOT-04,W02,-4,7,1,10,2.228,1.792,2127.51
HY-LOT-04,W02,-3,-7,1,10,2.056,1.807,2112.26
HY-LOT-04,W02,-3,-6,1,10,1.857,1.798,2099.53
HY-LOT-04,W02,-3,-5,1,10,2.057,1.806,2111.94
HY-LOT-04,W02,-3,-4,1,10,1.985,1.819,2112.16
HY-LOT-04,W02,-3,-3,1,10,1.956,1.759,2099.03
HY-LOT-04,W02,-3,-2,1,10,2.158,1.8,2108.29
HY-LOT-04,W02,-3,-1,1,10,2.337,1.784,2105.22
HY-LOT-04,W02,-3,0,1,10,2.02,1.774,2100.53
HY-LOT-04,W02,-3,1,1,10,2.028,1.815,2076.18
HY-LOT-04,W02,-3,2,1,10,2.251,1.8,2077.09
HY-LOT-04,W02,-3,3,1,10,1.937,1.795,2112.49
HY-LOT-04,W02,-3,4,1,10,2.097,1.791,2080.54
HY-LOT-04,W02,-3,5,1,10,2.614,1.789,2081.41
HY-LOT-04,W02,-3,6,1,10,2.364,1.807,2128.96
HY-LOT-04,W02,-3,7,1,10,1.932,1.798,2114.04
HY-LOT-04,W02,-2,-8,1,10,1.986,1.807,2111.61
HY-LOT-04,W02,-2,-7,1,10,2.142,1.764,2084.96
HY-LOT-04,W02,-2,-6,1,10,2.215,1.797,2115.11
HY-LOT-04,W02,-2,-5,1,10,1.908,1.803,2111.85
HY-LOT-04,W02,-2,-4,1,10,1.995,1.776,2117.92
HY-LOT-04,W02,-2,-3,1,10,2.121,1.81,2099.8
HY-LOT-04,W02,-2,-2,1,10,2.225,1.818,2132.28
HY-LOT-04,W02,-2,-1,1,10,2.364,1.803,2110.4
HY-LOT-04,W02,-2,0,1,10,1.737,1.787,2107.35
HY-LOT-04,W02,-2,1,1,10,2.064,1.788,2084.83
HY-LOT-04,W02,-2,2,1,10,1.682,1.769,2069.62
HY-LOT-04,W02,-2,3,1,10,2.159,1.795,2100.55
HY-LOT-04,W02,-2,4,1,10,1.827,1.791,2113.88
HY-LOT-04,W02,-2,5,1,10,1.795,1.785,2047.57
HY-LOT-04,W02,-2,6,1,10,2.2,1.78,2087.23
HY-LOT-04,W02,-2,7,1,10,2.154,1.804,2102.26
HY-LOT-04,W02,-2,8,1,10,2.083,1.782,2093.59
HY-LOT-04,W02,-1,-8,1,10,1.903,1.786,2080.14
HY-LOT-04,W02,-1,-7,1,10,1.678,1.805,2112.45
HY-LOT-04,W02,-1,-6,1,10,1.759,1.761,2080.75
HY-LOT-04,W02,-1,-5,1,10,2,1.78,2096.63
HY-LOT-04,W02,-1,-4,1,10,2.239,1.773,2096.71
HY-LOT-04,W02,-1,-3,1,10,1.781,1.794,2118.39
HY-LOT-04,W02,-1,-2,1,10,1.996,1.757,2116.45
HY-LOT-04,W02,-1,-1,1,10,2.053,1.797,2096.77
HY-LOT-04,W02,-1,0,1,10,2.235,1.825,2121.58
HY-LOT-04,W02,-1,1,1,10,1.837,1.796,2093.84
HY-LOT-04,W02,-1,2,1,10,2.383,1.798,2102.3
HY-LOT-04,W02,-1,3,1,10,1.838,1.802,2092.95
HY-LOT-04,W02,-1,4,1,10,2.184,1.775,2120
HY-LOT-04,W02,-1,5,1,10,1.967,1.78,2096.26
HY-LOT-04,W02,-1,6,1,10,2.041,1.788,2075.32
HY-LOT-04,W02,-1,7,1,10,2.587,1.81,2108.09
HY-LOT-04,W02,-1,8,1,10,2.376,1.787,2086.66
HY-LOT-04,W02,0,-8,1,10,1.858,1.8,2089.77
HY-LOT-04,W02,0,-7,1,10,2.034,1.756,2135.1
HY-LOT-04,W02,0,-6,1,10,2.293,1.813,2042.9
HY-LOT-04,W02,0,-5,1,10,2.383,1.798,2092.55
HY-LOT-04,W02,0,-4,1,10,2.088,1.797,2065.29
HY-LOT-04,W02,0,-3,1,10,2.311,1.816,2091.49
HY-LOT-04,W02,0,-2,1,10,2.252,1.805,2114.58
HY-LOT-04,W02,0,-1,1,10,1.824,1.809,2090.22
HY-LOT-04,W02,0,0,1,10,2.113,1.797,2069.11
HY-LOT-04,W02,0,1,1,10,1.887,1.808,2103.64
HY-LOT-04,W02,0,2,1,10,2.219,1.779,2071.57
HY-LOT-04,W02,0,3,1,10,2.21,1.793,2110.58
HY-LOT-04,W02,0,4,1,10,2.133,1.807,2075.61
HY-LOT-04,W02,0,5,1,10,1.995,1.791,2103.61
HY-LOT-04,W02,0,6,1,10,2.179,1.759,2100.05
HY-LOT-04,W02,0,7,1,10,1.884,1.799,2066.18
HY-LOT-04,W02,0,8,1,10,1.825,1.775,2117.25
HY-LOT-04,W02,1,-8,1,10,2.472,1.775,2084.86
HY-LOT-04,W02,1,-7,1,10,2.319,1.814,2099.19
HY-LOT-04,W02,1,-6,1,10,2.202,1.8,2096.31
HY-LOT-04,W02,1,-5,1,10,2.143,1.803,2129.5
HY-LOT-04,W02,1,-4,2,21,1.701,1.777,2112.33
HY-LOT-04,W02,1,-3,1,10,2.219,1.819,2099.39
HY-LOT-04,W02,1,-2,1,10,1.861,1.817,2083.85
HY-LOT-04,W02,1,-1,1,10,2.707,1.798,2116.9
HY-LOT-04,W02,1,0,1,10,2.062,1.782,2127.62
HY-LOT-04,W02,1,1,1,10,1.803,1.798,2108.77
HY-LOT-04,W02,1,2,1,10,2.348,1.806,2080.73
HY-LOT-04,W02,1,3,1,10,2.294,1.783,2098.98
HY-LOT-04,W02,1,4,1,10,2.15,1.825,2106.34
HY-LOT-04,W02,1,5,1,10,2.417,1.798,2101.87
HY-LOT-04,W02,1,6,1,10,1.752,1.799,2107.55
HY-LOT-04,W02,1,7,1,10,2.195,1.771,2092.17
HY-LOT-04,W02,1,8,1,10,1.964,1.826,2101.98
HY-LOT-04,W02,2,-8,1,10,2.123,1.815,2098.27
HY-LOT-04,W02,2,-7,1,10,2.147,1.797,2092.53
HY-LOT-04,W02,2,-6,1,10,2.103,1.807,2073.56
HY-LOT-04,W02,2,-5,1,10,2.108,1.797,2120.05
HY-LOT-04,W02,2,-4,1,10,2.334,1.803,2093.23
HY-LOT-04,W02,2,-3,1,10,2.282,1.771,2083.03
HY-LOT-04,W02,2,-2,1,10,2.262,1.795,2137.26
HY-LOT-04,W02,2,-1,1,10,2.13,1.788,2096.08
HY-LOT-04,W02,2,0,1,10,1.984,1.78,2108.64
HY-LOT-04,W02,2,1,1,10,1.932,1.785,2113.79
HY-LOT-04,W02,2,2,1,10,1.968,1.77,2078.45
HY-LOT-04,W02,2,3,1,10,1.889,1.796,2102.34
HY-LOT-04,W02,2,4,2,21,1.878,1.811,2092.03
HY-LOT-04,W02,2,5,1,10,2.2,1.8,2123.09
HY-LOT-04,W02,2,6,1,10,2.084,1.768,2114.96
HY-LOT-04,W02,2,7,1,10,2.036,1.812,2146.58
HY-LOT-04,W02,2,8,1,10,1.833,1.786,2102.4
HY-LOT-04,W02,3,-7,1,10,2.215,1.773,2066.45
HY-LOT-04,W02,3,-6,1,10,1.934,1.782,2086.48
HY-LOT-04,W02,3,-5,1,10,1.938,1.805,2100.32
HY-LOT-04,W02,3,-4,1,10,1.699,1.839,2098.11
HY-LOT-04,W02,3,-3,1,10,2.329,1.804,2115.99
HY-LOT-04,W02,3,-2,1,10,1.862,1.793,2080.45
HY-LOT-04,W02,3,-1,1,10,2.487,1.806,2101.54
HY-LOT-04,W02,3,0,1,10,1.773,1.832,2071.72
HY-LOT-04,W02,3,1,1,10,2.228,1.807,2113.58
HY-LOT-04,W02,3,2,1,10,1.907,1.787,2117.1
HY-LOT-04,W02,3,3,1,10,2.474,1.824,2105.3
HY-LOT-04,W02,3,4,1,10,2.113,1.811,2140.31
HY-LOT-04,W02,3,5,1,10,2.162,1.779,2119.91
HY-LOT-04,W02,3,6,1,10,1.912,1.785,2109.78
HY-LOT-04,W02,3,7,1,10,2.237,1.805,2094.2
HY-LOT-04,W02,4,-7,1,10,2.381,1.82,2089.5
HY-LOT-04,W02,4,-6,1,10,1.936,1.797,2082.03
HY-LOT-04,W02,4,-5,1,10,2.302,1.756,2086.33
HY-LOT-04,W02,4,-4,1,10,1.69,1.804,2104.75
HY-LOT-04,W02,4,-3,1,10,2.09,1.823,2107.05
HY-LOT-04,W02,4,-2,1,10,1.813,1.781,2104.28
HY-LOT-04,W02,4,-1,1,10,2.343,1.807,2093.08
HY-LOT-04,W02,4,0,1,10,2.11,1.807,2088.88
HY-LOT-04,W02,4,1,1,10,2.358,1.81,2091.76
HY-LOT-04,W02,4,2,1,10,2.044,1.791,2109.98
HY-LOT-04,W02,4,3,1,10,1.959,1.776,2115.31
HY-LOT-04,W02,4,4,1,10,2.268,1.795,2079.23
HY-LOT-04,W02,4,5,1,10,2.271,1.789,2116.15
HY-LOT-04,W02,4,6,1,10,1.895,1.806,2081.45
HY-LOT-04,W02,4,7,1,10,2.149,1.816,2108.22
HY-LOT-04,W02,5,-6,1,10,2.042,1.806,2117.5
HY-LOT-04,W02,5,-5,1,10,1.881,1.777,2091.59
HY-LOT-04,W02,5,-4,1,10,1.97,1.819,2101.34
HY-LOT-04,W02,5,-3,1,10,1.736,1.776,2113.33
HY-LOT-04,W02,5,-2,1,10,1.873,1.813,2079.97
HY-LOT-04,W02,5,-1,1,10,2.057,1.807,2099.67
