LOT_ID,WAFER_ID,X_LOC,Y_LOC,HARD_BIN,TEST_NAME,RESULT
LOT123,W01,-5,-6,1,NF_DB,2.149
LOT123,W01,-5,-6,1,IP3_DBM,17.203
LOT123,W01,-5,-6,1,IDQ_MA,40.24
LOT123,W01,-5,-5,1,GAIN_DB,12.402
LOT123,W01,-5,-5,1,NF_DB,2.397
LOT123,W01,-5,-5,1,IP3_DBM,19.902
LOT123,W01,-5,-5,1,IDQ_MA,48.21
LOT123,W01,-5,-4,2,GAIN_DB,12.188
LOT123,W01,-5,-4,2,NF_DB,2.347
LOT123,W01,-5,-4,2,IP3_DBM,17.715
LOT123,W01,-5,-4,2,IDQ_MA,41.27
LOT123,W01,-5,-3,1,GAIN_DB,12.459
LOT123,W01,-5,-3,1,NF_DB,1.680
LOT123,W01,-5,-3,1,IP3_DBM,18.250
LOT123,W01,-5,-3,1,IDQ_MA,39.38
LOT123,W01,-5,-2,1,GAIN_DB,12.844
LOT123,W01,-5,-2,1,NF_DB,2.126
LOT123,W01,-5,-2,1,IP3_DBM,17.519
LOT123,W01,-5,-2,1,IDQ_MA,43.24
LOT123,W01,-5,-1,2,GAIN_DB,13.667
LOT123,W01,-5,-1,2,NF_DB,2.314
LOT123,W01,-5,-1,2,IP3_DBM,17.775
LOT123,W01,-5,-1,2,IDQ_MA,43.11
LOT123,W01,-5,0,1,GAIN_DB,12.461
LOT123,W01,-5,0,1,NF_DB,1.612
LOT123,W01,-5,0,1,IP3_DBM,18.036
LOT123,W01,-5,0,1,IDQ_MA,47.41
LOT123,W01,-5,1,1,GAIN_DB,12.409
LOT123,W01,-5,1,1,NF_DB,2.489
LOT123,W01,-5,1,1,IP3_DBM,15.770
LOT123,W01,-5,1,1,IDQ_MA,46.76
LOT123,W01,-5,2,1,GAIN_DB,13.085
LOT123,W01,-5,2,1,NF_DB,1.605
LOT123,W01,-5,2,1,IP3_DBM,18.074
LOT123,W01,-5,2,1,IDQ_MA,46.46
LOT123,W01,-5,3,1,GAIN_DB,13.065
LOT123,W01,-5,3,1,NF_DB,2.207
LOT123,W01,-5,3,1,IP3_DBM,17.043
LOT123,W01,-5,3,1,IDQ_MA,53.07
LOT123,W01,-5,4,1,GAIN_DB,12.117
LOT123,W01,-5,4,1,NF_DB,2.149
LOT123,W01,-5,4,1,IP3_DBM,19.127
LOT123,W01,-5,4,1,IDQ_MA,49.36
LOT123,W01,-5,5,1,GAIN_DB,12.869
LOT123,W01,-5,5,1,NF_DB,2.049
LOT123,W01,-5,5,1,IP3_DBM,18.222
LOT123,W01,-5,5,1,IDQ_MA,50.44
LOT123,W01,-5,6,1,GAIN_DB,12.210
LOT123,W01,-5,6,1,NF_DB,1.506
LOT123,W01,-5,6,1,IP3_DBM,16.556
LOT123,W01,-5,6,1,IDQ_MA,45.39
LOT123,W01,-5,7,1,GAIN_DB,11.137
LOT123,W01,-5,7,1,NF_DB,1.911
LOT123,W01,-5,7,1,IP3_DBM,16.692
LOT123,W01,-5,7,1,IDQ_MA,45.91
LOT123,W01,-4,-7,1,GAIN_DB,12.792
LOT123,W01,-4,-7,1,NF_DB,1.683
LOT123,W01,-4,-7,1,IP3_DBM,19.373
LOT123,W01,-4,-7,1,IDQ_MA,44.29
LOT123,W01,-4,-6,1,GAIN_DB,12.236
LOT123,W01,-4,-6,1,NF_DB,1.681
LOT123,W01,-4,-6,1,IP3_DBM,18.450
LOT123,W01,-4,-6,1,IDQ_MA,46.06
LOT123,W01,-4,-5,1,GAIN_DB,12.382
LOT123,W01,-4,-5,1,NF_DB,2.223
LOT123,W01,-4,-5,1,IP3_DBM,18.955
LOT123,W01,-4,-5,1,IDQ_MA,48.84
LOT123,W01,-4,-4,1,GAIN_DB,12.013
LOT123,W01,-4,-4,1,NF_DB,2.248
LOT123,W01,-4,-4,1,IP3_DBM,17.918
LOT123,W01,-4,-4,1,IDQ_MA,40.00
LOT123,W01,-4,-3,2,GAIN_DB,12.999
LOT123,W01,-4,-3,2,NF_DB,2.286
LOT123,W01,-4,-3,2,IP3_DBM,18.688
LOT123,W01,-4,-3,2,IDQ_MA,47.58
LOT123,W01,-4,-2,2,GAIN_DB,13.304
LOT123,W01,-4,-2,2,NF_DB,2.271
LOT123,W01,-4,-2,2,IP3_DBM,18.742
LOT123,W01,-4,-2,2,IDQ_MA,49.98
LOT123,W01,-4,-1,1,GAIN_DB,12.025
LOT123,W01,-4,-1,1,NF_DB,2.030
LOT123,W01,-4,-1,1,IP3_DBM,19.116
LOT123,W01,-4,-1,1,IDQ_MA,46.18
LOT123,W01,-4,0,1,GAIN_DB,12.418
LOT123,W01,-4,0,1,NF_DB,2.027
LOT123,W01,-4,0,1,IP3_DBM,17.563
LOT123,W01,-4,0,1,IDQ_MA,40.99
LOT123,W01,-4,1,1,GAIN_DB,12.486
LOT123,W01,-4,1,1,NF_DB,1.995
LOT123,W01,-4,1,1,IP3_DBM,21.387
LOT123,W01,-4,1,1,IDQ_MA,48.80
LOT123,W01,-4,2,1,GAIN_DB,12.352
LOT123,W01,-4,2,1,NF_DB,2.266
LOT123,W01,-4,2,1,IP3_DBM,15.967
LOT123,W01,-4,2,1,IDQ_MA,46.36
LOT123,W01,-4,3,1,GAIN_DB,11.965
LOT123,W01,-4,3,1,NF_DB,1.609
LOT123,W01,-4,3,1,IP3_DBM,17.806
LOT123,W01,-4,3,1,IDQ_MA,42.17
LOT123,W01,-4,4,1,GAIN_DB,11.844
LOT123,W01,-4,4,1,NF_DB,2.104
LOT123,W01,-4,4,1,IP3_DBM,18.844
LOT123,W01,-4,4,1,IDQ_MA,41.72
LOT123,W01,-4,5,1,GAIN_DB,13.237
LOT123,W01,-4,5,1,NF_DB,1.987
LOT123,W01,-4,5,1,IP3_DBM,17.627
LOT123,W01,-4,5,1,IDQ_MA,37.05
LOT123,W01,-4,6,1,GAIN_DB,13.467
LOT123,W01,-4,6,1,NF_DB,2.021
LOT123,W01,-4,6,1,IP3_DBM,18.785
LOT123,W01,-4,6,1,IDQ_MA,36.56
LOT123,W01,-4,7,1,GAIN_DB,12.781
LOT123,W01,-4,7,1,NF_DB,2.147
LOT123,W01,-4,7,1,IP3_DBM,17.375
LOT123,W01,-4,7,1,IDQ_MA,40.86
LOT123,W01,-3,-8,2,GAIN_DB,13.104
LOT123,W01,-3,-8,2,NF_DB,2.264
LOT123,W01,-3,-8,2,IP3_DBM,18.505
LOT123,W01,-3,-8,2,IDQ_MA,38.76
LOT123,W01,-3,-7,1,GAIN_DB,11.184
LOT123,W01,-3,-7,1,NF_DB,1.912
LOT123,W01,-3,-7,1,IP3_DBM,15.965
LOT123,W01,-3,-7,1,IDQ_MA,55.39
LOT123,W01,-3,-6,1,GAIN_DB,12.399
LOT123,W01,-3,-6,1,NF_DB,2.567
LOT123,W01,-3,-6,1,IP3_DBM,18.545
LOT123,W01,-3,-6,1,IDQ_MA,48.50
LOT123,W01,-3,-5,1,GAIN_DB,12.090
LOT123,W01,-3,-5,1,NF_DB,1.697
LOT123,W01,-3,-5,1,IP3_DBM,17.220
LOT123,W01,-3,-5,1,IDQ_MA,51.00
LOT123,W01,-3,-4,1,GAIN_DB,12.913
LOT123,W01,-3,-4,1,NF_DB,2.154
LOT123,W01,-3,-4,1,IP3_DBM,18.203
LOT123,W01,-3,-4,1,IDQ_MA,49.63
LOT123,W01,-3,-3,1,GAIN_DB,12.858
LOT123,W01,-3,-3,1,NF_DB,2.053
LOT123,W01,-3,-3,1,IP3_DBM,17.071
LOT123,W01,-3,-3,1,IDQ_MA,40.34
LOT123,W01,-3,-2,1,GAIN_DB,12.095
LOT123,W01,-3,-2,1,NF_DB,2.167
LOT123,W01,-3,-2,1,IP3_DBM,17.128
LOT123,W01,-3,-2,1,IDQ_MA,45.25
LOT123,W01,-3,-1,1,GAIN_DB,12.032
LOT123,W01,-3,-1,1,NF_DB,2.042
LOT123,W01,-3,-1,1,IP3_DBM,17.002
LOT123,W01,-3,-1,1,IDQ_MA,45.98
LOT123,W01,-3,0,1,GAIN_DB,12.018
LOT123,W01,-3,0,1,NF_DB,1.838
LOT123,W01,-3,0,1,IP3_DBM,18.087
LOT123,W01,-3,0,1,IDQ_MA,49.16
LOT123,W01,-3,1,1,GAIN_DB,12.588
LOT123,W01,-3,1,1,NF_DB,2.412
LOT123,W01,-3,1,1,IP3_DBM,16.839
LOT123,W01,-3,1,1,IDQ_MA,46.91
LOT123,W01,-3,2,2,GAIN_DB,11.890
LOT123,W01,-3,2,2,NF_DB,2.247
LOT123,W01,-3,2,2,IP3_DBM,16.386
LOT123,W01,-3,2,2,IDQ_MA,45.12
LOT123,W01,-3,3,1,GAIN_DB,12.644
LOT123,W01,-3,3,1,NF_DB,2.354
LOT123,W01,-3,3,1,IP3_DBM,17.895
LOT123,W01,-3,3,1,IDQ_MA,40.84
LOT123,W01,-3,4,1,GAIN_DB,12.492
LOT123,W01,-3,4,1,NF_DB,1.529
LOT123,W01,-3,4,1,IP3_DBM,19.990
LOT123,W01,-3,4,1,IDQ_MA,57.77
LOT123,W01,-3,5,1,GAIN_DB,13.535
LOT123,W01,-3,5,1,NF_DB,2.254
LOT123,W01,-3,5,1,IP3_DBM,17.145
LOT123,W01,-3,5,1,IDQ_MA,48.52
LOT123,W01,-3,6,1,GAIN_DB,13.491
LOT123,W01,-3,6,1,NF_DB,2.405
LOT123,W01,-3,6,1,IP3_DBM,17.783
LOT123,W01,-3,6,1,IDQ_MA,54.21
LOT123,W01,-3,7,1,GAIN_DB,12.246
LOT123,W01,-3,7,1,NF_DB,2.168
LOT123,W01,-3,7,1,IP3_DBM,15.767
LOT123,W01,-3,7,1,IDQ_MA,49.83
LOT123,W01,-3,8,1,GAIN_DB,12.336
LOT123,W01,-3,8,1,NF_DB,2.588
LOT123,W01,-3,8,1,IP3_DBM,19.290
LOT123,W01,-3,8,1,IDQ_MA,50.12
LOT123,W01,-2,-8,1,GAIN_DB,13.494
LOT123,W01,-2,-8,1,NF_DB,2.149
LOT123,W01,-2,-8,1,IP3_DBM,16.951
LOT123,W01,-2,-8,1,IDQ_MA,44.66
LOT123,W01,-2,-7,1,GAIN_DB,12.744
LOT123,W01,-2,-7,1,NF_DB,2.160
LOT123,W01,-2,-7,1,IP3_DBM,19.564
LOT123,W01,-2,-7,1,IDQ_MA,47.81
LOT123,W01,-2,-6,1,GAIN_DB,11.855
LOT123,W01,-2,-6,1,NF_DB,2.329
LOT123,W01,-2,-6,1,IP3_DBM,18.072
LOT123,W01,-2,-6,1,IDQ_MA,47.02
LOT123,W01,-2,-5,1,GAIN_DB,12.418
LOT123,W01,-2,-5,1,NF_DB,2.586
LOT123,W01,-2,-5,1,IP3_DBM,16.996
LOT123,W01,-2,-5,1,IDQ_MA,48.56
LOT123,W01,-2,-4,1,GAIN_DB,12.523
LOT123,W01,-2,-4,1,NF_DB,1.986
LOT123,W01,-2,-4,1,IP3_DBM,17.785
LOT123,W01,-2,-4,1,IDQ_MA,40.94
LOT123,W01,-2,-3,1,GAIN_DB,14.128
LOT123,W01,-2,-3,1,NF_DB,1.540
LOT123,W01,-2,-3,1,IP3_DBM,18.366
LOT123,W01,-2,-3,1,IDQ_MA,59.89
LOT123,W01,-2,-2,1,GAIN_DB,12.695
LOT123,W01,-2,-2,1,NF_DB,2.386
LOT123,W01,-2,-2,1,IP3_DBM,18.852
LOT123,W01,-2,-2,1,IDQ_MA,44.95
LOT123,W01,-2,-1,2,GAIN_DB,12.122
LOT123,W01,-2,-1,2,NF_DB,2.203
LOT123,W01,-2,-1,2,IP3_DBM,17.908
LOT123,W01,-2,-1,2,IDQ_MA,46.51
LOT123,W01,-2,0,1,GAIN_DB,11.946
LOT123,W01,-2,0,1,NF_DB,1.940
LOT123,W01,-2,0,1,IP3_DBM,15.993
LOT123,W01,-2,0,1,IDQ_MA,50.86
LOT123,W01,-2,1,1,GAIN_DB,12.302
LOT123,W01,-2,1,1,NF_DB,1.509
LOT123,W01,-2,1,1,IP3_DBM,18.140
LOT123,W01,-2,1,1,IDQ_MA,52.88
LOT123,W01,-2,2,1,GAIN_DB,11.792
LOT123,W01,-2,2,1,NF_DB,2.562
LOT123,W01,-2,2,1,IP3_DBM,16.432
LOT123,W01,-2,2,1,IDQ_MA,47.25
LOT123,W01,-2,3,1,GAIN_DB,12.605
LOT123,W01,-2,3,1,NF_DB,1.556
LOT123,W01,-2,3,1,IP3_DBM,18.975
LOT123,W01,-2,3,1,IDQ_MA,54.28
LOT123,W01,-2,4,1,GAIN_DB,12.512
LOT123,W01,-2,4,1,NF_DB,1.688
LOT123,W01,-2,4,1,IP3_DBM,16.096
LOT123,W01,-2,4,1,IDQ_MA,47.11
LOT123,W01,-2,5,1,GAIN_DB,12.111
LOT123,W01,-2,5,1,NF_DB,2.328
LOT123,W01,-2,5,1,IP3_DBM,18.867
LOT123,W01,-2,5,1,IDQ_MA,39.87
LOT123,W01,-2,6,1,GAIN_DB,12.940
LOT123,W01,-2,6,1,NF_DB,2.411
LOT123,W01,-2,6,1,IP3_DBM,19.477
LOT123,W01,-2,6,1,IDQ_MA,32.32
LOT123,W01,-2,7,1,GAIN_DB,13.508
LOT123,W01,-2,7,1,NF_DB,1.549
LOT123,W01,-2,7,1,IP3_DBM,16.794
LOT123,W01,-2,7,1,IDQ_MA,51.84
LOT123,W01,-2,8,1,GAIN_DB,10.813
LOT123,W01,-2,8,1,NF_DB,2.057
LOT123,W01,-2,8,1,IP3_DBM,15.831
LOT123,W01,-2,8,1,IDQ_MA,42.10
LOT123,W01,-1,-8,1,GAIN_DB,12.525
LOT123,W01,-1,-8,1,NF_DB,2.197
LOT123,W01,-1,-8,1,IP3_DBM,17.641
LOT123,W01,-1,-8,1,IDQ_MA,42.18
LOT123,W01,-1,-7,1,GAIN_DB,11.531
LOT123,W01,-1,-7,1,NF_DB,1.643
LOT123,W01,-1,-7,1,IP3_DBM,20.059
LOT123,W01,-1,-7,1,IDQ_MA,52.27
LOT123,W01,-1,-6,1,GAIN_DB,12.219
LOT123,W01,-1,-6,1,NF_DB,2.080
LOT123,W01,-1,-6,1,IP3_DBM,17.564
LOT123,W01,-1,-6,1,IDQ_MA,42.96
LOT123,W01,-1,-5,1,GAIN_DB,13.190
LOT123,W01,-1,-5,1,NF_DB,2.097
LOT123,W01,-1,-5,1,IP3_DBM,19.848
LOT123,W01,-1,-5,1,IDQ_MA,38.84
LOT123,W01,-1,-4,1,GAIN_DB,11.674
LOT123,W01,-1,-4,1,NF_DB,2.248
LOT123,W01,-1,-4,1,IP3_DBM,21.529
LOT123,W01,-1,-4,1,IDQ_MA,32.97
LOT123,W01,-1,-3,1,GAIN_DB,13.479
LOT123,W01,-1,-3,1,NF_DB,2.262
LOT123,W01,-1,-3,1,IP3_DBM,16.671
LOT123,W01,-1,-3,1,IDQ_MA,50.87
LOT123,W01,-1,-2,1,GAIN_DB,13.699
LOT123,W01,-1,-2,1,NF_DB,2.251
LOT123,W01,-1,-2,1,IP3_DBM,18.595
LOT123,W01,-1,-2,1,IDQ_MA,49.94
LOT123,W01,-1,-1,1,GAIN_DB,13.508
LOT123,W01,-1,-1,1,NF_DB,2.478
LOT123,W01,-1,-1,1,IP3_DBM,18.097
LOT123,W01,-1,-1,1,IDQ_MA,48.42
LOT123,W01,-1,0,1,GAIN_DB,11.987
LOT123,W01,-1,0,1,NF_DB,1.577
LOT123,W01,-1,0,1,IP3_DBM,18.562
LOT123,W01,-1,0,1,IDQ_MA,45.64
LOT123,W01,-1,1,1,GAIN_DB,12.606
LOT123,W01,-1,1,1,NF_DB,1.675
LOT123,W01,-1,1,1,IP3_DBM,17.707
LOT123,W01,-1,1,1,IDQ_MA,55.98
LOT123,W01,-1,2,1,GAIN_DB,11.869
LOT123,W01,-1,2,1,NF_DB,2.241
LOT123,W01,-1,2,1,IP3_DBM,17.996
LOT123,W01,-1,2,1,IDQ_MA,54.32
LOT123,W01,-1,3,1,GAIN_DB,12.124
LOT123,W01,-1,3,1,NF_DB,2.027
LOT123,W01,-1,3,1,IP3_DBM,17.474
LOT123,W01,-1,3,1,IDQ_MA,45.60
LOT123,W01,-1,4,1,GAIN_DB,11.970
LOT123,W01,-1,4,1,NF_DB,2.650
LOT123,W01,-1,4,1,IP3_DBM,19.099
LOT123,W01,-1,4,1,IDQ_MA,45.55
LOT123,W01,-1,5,1,GAIN_DB,10.662
LOT123,W01,-1,5,1,NF_DB,2.458
LOT123,W01,-1,5,1,IP3_DBM,15.964
LOT123,W01,-1,5,1,IDQ_MA,38.24
LOT123,W01,-1,6,1,GAIN_DB,11.770
LOT123,W01,-1,6,1,NF_DB,1.861
LOT123,W01,-1,6,1,IP3_DBM,19.213
LOT123,W01,-1,6,1,IDQ_MA,43.43
LOT123,W01,-1,7,1,GAIN_DB,12.157
LOT123,W01,-1,7,1,NF_DB,2.407
LOT123,W01,-1,7,1,IP3_DBM,19.787
LOT123,W01,-1,7,1,IDQ_MA,45.22
LOT123,W01,-1,8,1,GAIN_DB,12.693
LOT123,W01,-1,8,1,NF_DB,2.188
LOT123,W01,-1,8,1,IP3_DBM,17.417
LOT123,W01,-1,8,1,IDQ_MA,46.52
LOT123,W01,0,-8,1,GAIN_DB,12.964
LOT123,W01,0,-8,1,NF_DB,2.089
LOT123,W01,0,-8,1,IP3_DBM,16.739
LOT123,W01,0,-8,1,IDQ_MA,42.22
LOT123,W01,0,-7,1,GAIN_DB,11.387
LOT123,W01,0,-7,1,NF_DB,1.999
LOT123,W01,0,-7,1,IP3_DBM,18.960
LOT123,W01,0,-7,1,IDQ_MA,45.10
LOT123,W01,0,-6,1,GAIN_DB,12.748
LOT123,W01,0,-6,1,NF_DB,2.144
LOT123,W01,0,-6,1,IP3_DBM,19.654
LOT123,W01,0,-6,1,IDQ_MA,47.19
LOT123,W01,0,-5,1,GAIN_DB,13.311
LOT123,W01,0,-5,1,NF_DB,1.200
LOT123,W01,0,-5,1,IP3_DBM,16.838
LOT123,W01,0,-5,1,IDQ_MA,49.13
LOT123,W01,0,-4,1,GAIN_DB,12.332
LOT123,W01,0,-4,1,NF_DB,2.215
LOT123,W01,0,-4,1,IP3_DBM,15.040
LOT123,W01,0,-4,1,IDQ_MA,41.43
LOT123,W01,0,-3,1,GAIN_DB,12.234
LOT123,W01,0,-3,1,NF_DB,2.298
LOT123,W01,0,-3,1,IP3_DBM,19.213
LOT123,W01,0,-3,1,IDQ_MA,43.96
LOT123,W01,0,-2,1,GAIN_DB,12.959
LOT123,W01,0,-2,1,NF_DB,2.213
LOT123,W01,0,-2,1,IP3_DBM,19.166
LOT123,W01,0,-2,1,IDQ_MA,45.02
LOT123,W01,0,-1,1,GAIN_DB,11.667
LOT123,W01,0,-1,1,NF_DB,2.224
LOT123,W01,0,-1,1,IP3_DBM,14.697
LOT123,W01,0,-1,1,IDQ_MA,44.06
LOT123,W01,0,0,1,GAIN_DB,12.507
LOT123,W01,0,0,1,NF_DB,2.222
LOT123,W01,0,0,1,IP3_DBM,18.070
LOT123,W01,0,0,1,IDQ_MA,47.63
LOT123,W01,0,1,1,GAIN_DB,13.203
LOT123,W01,0,1,1,NF_DB,2.273
LOT123,W01,0,1,1,IP3_DBM,19.180
LOT123,W01,0,1,1,IDQ_MA,43.49
LOT123,W01,0,2,1,GAIN_DB,12.857
LOT123,W01,0,2,1,NF_DB,2.364
LOT123,W01,0,2,1,IP3_DBM,18.609
LOT123,W01,0,2,1,IDQ_MA,37.81
LOT123,W01,0,3,2,GAIN_DB,12.359
LOT123,W01,0,3,2,NF_DB,1.967
LOT123,W01,0,3,2,IP3_DBM,19.461
LOT123,W01,0,3,2,IDQ_MA,46.50
LOT123,W01,0,4,1,GAIN_DB,11.629
LOT123,W01,0,4,1,NF_DB,1.638
LOT123,W01,0,4,1,IP3_DBM,16.461
LOT123,W01,0,4,1,IDQ_MA,47.88
LOT123,W01,0,5,1,GAIN_DB,11.712
LOT123,W01,0,5,1,NF_DB,1.852
LOT123,W01,0,5,1,IP3_DBM,19.156
LOT123,W01,0,5,1,IDQ_MA,54.27
LOT123,W01,0,6,1,GAIN_DB,13.431
LOT123,W01,0,6,1,NF_DB,2.150
LOT123,W01,0,6,1,IP3_DBM,20.114
LOT123,W01,0,6,1,IDQ_MA,47.11
LOT123,W01,0,7,1,GAIN_DB,11.991
LOT123,W01,0,7,1,NF_DB,2.035
LOT123,W01,0,7,1,IP3_DBM,17.843
LOT123,W01,0,7,1,IDQ_MA,50.82
LOT123,W01,0,8,1,GAIN_DB,14.404
LOT123,W01,0,8,1,NF_DB,2.077
LOT123,W01,0,8,1,IP3_DBM,15.743
LOT123,W01,0,8,1,IDQ_MA,46.23
LOT123,W01,1,-8,1,GAIN_DB,12.119
LOT123,W01,1,-8,1,NF_DB,1.949
