lot_num,wafer_num,step_x,step_y,bin,tester,node_nam,tst_temp
PWR-LOT-2025-44,W01,3,-10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-10,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,-9,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-9,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,-8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,-7,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,-7,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-7,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,-7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,-6,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,-6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,-5,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-5,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,-5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-4,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,-4,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,-4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,-3,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,-3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,-3,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-14,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,14,-2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-14,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,-1,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,14,-1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-14,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,0,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,0,1,EAGLE-01,PHOENIX-3A,25
