LOT_ID,WAFER_ID,X_LOC,Y_LOC,SBIN,GAIN_DB,NF_DB,IP3_DBM,IDQ_MA,TEMP,TESTDATE
RF-PROD-2025-09,A1,4,-51,11,15.12,4.484,10.14,36.11,25,2025-09-12
RF-PROD-2025-09,A1,5,-51,1,21.99,2.726,18.04,42.98,25,2025-09-12
RF-PROD-2025-09,A1,6,-51,1,22.74,3.145,18.33,40.32,25,2025-09-12
RF-PROD-2025-09,A1,7,-51,1,21.67,2.883,18.71,44.02,25,2025-09-12
RF-PROD-2025-09,A1,8,-51,20,14.83,5.875,10.03,36.96,25,2025-09-12
RF-PROD-2025-09,A1,9,-51,1,22.13,2.350,18.55,40.36,25,2025-09-12
RF-PROD-2025-09,A1,10,-51,11,13.83,4.740,10.06,39.09,25,2025-09-12
RF-PROD-2025-09,A1,11,-51,1,22.29,2.541,18.17,42.86,25,2025-09-12
RF-PROD-2025-09,A1,12,-51,10,11.48,4.935,9.36,38.58,25,2025-09-12
RF-PROD-2025-09,A1,13,-51,1,22.23,2.730,19.00,41.11,25,2025-09-12
RF-PROD-2025-09,A1,14,-51,1,22.88,2.552,18.55,42.00,25,2025-09-12
RF-PROD-2025-09,A1,-16,-50,20,16.73,3.688,9.80,35.86,25,2025-09-12
RF-PROD-2025-09,A1,-15,-50,1,22.37,3.138,18.00,40.91,25,2025-09-12
RF-PROD-2025-09,A1,-14,-50,1,21.82,2.583,17.92,45.60,25,2025-09-12
RF-PROD-2025-09,A1,-13,-50,1,23.54,3.079,17.91,42.65,25,2025-09-12
RF-PROD-2025-09,A1,-12,-50,1,22.67,3.202,17.80,41.45,25,2025-09-12
RF-PROD-2025-09,A1,-11,-50,1,23.07,2.683,18.00,41.13,25,2025-09-12
RF-PROD-2025-09,A1,-10,-50,1,22.57,3.018,18.87,42.02,25,2025-09-12
RF-PROD-2025-09,A1,-9,-50,20,11.72,5.927,10.20,37.38,25,2025-09-12
RF-PROD-2025-09,A1,-8,-50,1,22.70,2.633,18.55,42.10,25,2025-09-12
RF-PROD-2025-09,A1,-7,-50,1,22.54,2.469,18.54,41.96,25,2025-09-12
RF-PROD-2025-09,A1,-6,-50,1,23.09,2.856,18.41,39.87,25,2025-09-12
RF-PROD-2025-09,A1,-5,-50,1,22.24,2.671,18.20,41.77,25,2025-09-12
RF-PROD-2025-09,A1,-4,-50,1,23.08,2.790,18.23,44.68,25,2025-09-12
RF-PROD-2025-09,A1,-3,-50,1,22.32,2.827,18.25,43.22,25,2025-09-12
RF-PROD-2025-09,A1,-2,-50,1,23.50,2.336,17.53,45.21,25,2025-09-12
RF-PROD-2025-09,A1,-1,-50,1,22.27,2.829,18.48,43.13,25,2025-09-12
RF-PROD-2025-09,A1,0,-50,1,21.45,2.916,18.43,42.05,25,2025-09-12
RF-PROD-2025-09,A1,1,-50,1,22.48,2.660,18.63,39.95,25,2025-09-12
RF-PROD-2025-09,A1,2,-50,1,22.16,2.300,18.54,40.21,25,2025-09-12
RF-PROD-2025-09,A1,3,-50,1,23.02,2.613,18.78,42.59,25,2025-09-12
RF-PROD-2025-09,A1,4,-50,1,22.54,3.045,18.55,42.51,25,2025-09-12
RF-PROD-2025-09,A1,5,-50,1,22.17,2.534,18.37,38.40,25,2025-09-12
RF-PROD-2025-09,A1,6,-50,1,22.31,2.909,18.74,42.48,25,2025-09-12
RF-PROD-2025-09,A1,7,-50,1,22.82,2.804,18.74,40.92,25,2025-09-12
RF-PROD-2025-09,A1,8,-50,1,23.20,2.794,17.96,42.95,25,2025-09-12
RF-PROD-2025-09,A1,9,-50,1,22.95,3.295,17.84,42.15,25,2025-09-12
RF-PROD-2025-09,A1,10,-50,1,23.10,2.866,18.05,40.98,25,2025-09-12
RF-PROD-2025-09,A1,11,-50,10,14.93,3.830,9.24,37.47,25,2025-09-12
RF-PROD-2025-09,A1,12,-50,12,11.92,5.802,9.77,37.68,25,2025-09-12
RF-PROD-2025-09,A1,13,-50,1,22.50,2.959,18.46,42.80,25,2025-09-12
RF-PROD-2025-09,A1,14,-50,1,22.43,2.424,19.06,42.06,25,2025-09-12
RF-PROD-2025-09,A1,15,-50,1,22.63,2.619,18.45,41.81,25,2025-09-12
RF-PROD-2025-09,A1,16,-50,1,23.49,2.581,18.50,41.59,25,2025-09-12
RF-PROD-2025-09,A1,-18,-49,1,22.29,2.394,17.50,41.37,25,2025-09-12
RF-PROD-2025-09,A1,-17,-49,1,22.93,2.874,17.53,40.10,25,2025-09-12
RF-PROD-2025-09,A1,-16,-49,10,15.56,4.286,9.59,38.01,25,2025-09-12
RF-PROD-2025-09,A1,-15,-49,11,16.79,6.952,9.24,38.76,25,2025-09-12
RF-PROD-2025-09,A1,-14,-49,1,22.19,3.165,18.03,45.86,25,2025-09-12
RF-PROD-2025-09,A1,-13,-49,1,21.51,3.094,18.42,41.20,25,2025-09-12
RF-PROD-2025-09,A1,-12,-49,1,23.70,2.726,17.95,41.13,25,2025-09-12
RF-PROD-2025-09,A1,-11,-49,1,22.70,2.867,18.60,42.30,25,2025-09-12
RF-PROD-2025-09,A1,-10,-49,1,22.31,2.877,18.63,42.85,25,2025-09-12
RF-PROD-2025-09,A1,-9,-49,1,22.33,3.275,18.52,43.77,25,2025-09-12
RF-PROD-2025-09,A1,-8,-49,1,22.38,2.874,18.56,42.05,25,2025-09-12
RF-PROD-2025-09,A1,-7,-49,1,22.19,2.340,17.55,41.85,25,2025-09-12
RF-PROD-2025-09,A1,-6,-49,1,22.28,3.186,18.15,42.04,25,2025-09-12
RF-PROD-2025-09,A1,-5,-49,1,22.07,3.167,18.07,40.64,25,2025-09-12
RF-PROD-2025-09,A1,-4,-49,1,21.77,3.163,18.41,42.48,25,2025-09-12
RF-PROD-2025-09,A1,-3,-49,1,21.49,2.447,18.30,44.15,25,2025-09-12
RF-PROD-2025-09,A1,-2,-49,20,15.23,4.730,10.59,38.14,25,2025-09-12
RF-PROD-2025-09,A1,-1,-49,1,21.24,2.956,18.05,38.12,25,2025-09-12
RF-PROD-2025-09,A1,0,-49,1,22.25,2.907,18.31,41.19,25,2025-09-12
RF-PROD-2025-09,A1,1,-49,1,21.89,2.716,18.48,39.87,25,2025-09-12
RF-PROD-2025-09,A1,2,-49,1,22.07,3.116,18.91,40.35,25,2025-09-12
RF-PROD-2025-09,A1,3,-49,1,22.19,3.159,17.62,40.65,25,2025-09-12
RF-PROD-2025-09,A1,4,-49,1,21.80,3.303,18.60,41.47,25,2025-09-12
RF-PROD-2025-09,A1,5,-49,1,23.04,2.939,18.92,41.39,25,2025-09-12
RF-PROD-2025-09,A1,6,-49,1,21.88,2.958,18.23,41.26,25,2025-09-12
RF-PROD-2025-09,A1,7,-49,1,22.31,2.353,18.60,44.14,25,2025-09-12
RF-PROD-2025-09,A1,8,-49,1,22.17,2.898,17.94,43.94,25,2025-09-12
RF-PROD-2025-09,A1,9,-49,1,21.96,2.993,18.48,43.05,25,2025-09-12
RF-PROD-2025-09,A1,10,-49,1,23.58,3.167,17.89,42.46,25,2025-09-12
RF-PROD-2025-09,A1,11,-49,1,23.42,2.954,18.42,41.62,25,2025-09-12
RF-PROD-2025-09,A1,12,-49,1,24.17,2.438,18.23,40.94,25,2025-09-12
RF-PROD-2025-09,A1,13,-49,10,13.44,3.699,9.47,39.50,25,2025-09-12
RF-PROD-2025-09,A1,14,-49,20,18.62,5.564,10.20,37.84,25,2025-09-12
RF-PROD-2025-09,A1,15,-49,1,23.24,2.582,18.26,41.03,25,2025-09-12
RF-PROD-2025-09,A1,16,-49,11,18.79,6.559,10.30,40.50,25,2025-09-12
RF-PROD-2025-09,A1,17,-49,11,13.38,5.654,10.30,40.35,25,2025-09-12
RF-PROD-2025-09,A1,18,-49,1,21.42,2.901,18.37,41.27,25,2025-09-12
RF-PROD-2025-09,A1,-20,-48,1,23.37,2.993,18.58,41.07,25,2025-09-12
RF-PROD-2025-09,A1,-19,-48,1,23.06,2.293,18.01,43.05,25,2025-09-12
RF-PROD-2025-09,A1,-18,-48,1,22.21,2.804,17.52,41.64,25,2025-09-12
RF-PROD-2025-09,A1,-17,-48,11,15.98,6.754,9.22,38.48,25,2025-09-12
RF-PROD-2025-09,A1,-16,-48,12,9.78,4.139,10.38,40.86,25,2025-09-12
RF-PROD-2025-09,A1,-15,-48,1,22.23,2.591,18.22,38.76,25,2025-09-12
RF-PROD-2025-09,A1,-14,-48,1,22.04,2.677,17.81,44.40,25,2025-09-12
RF-PROD-2025-09,A1,-13,-48,1,23.50,2.437,18.25,41.14,25,2025-09-12
RF-PROD-2025-09,A1,-12,-48,1,22.72,2.927,18.18,43.45,25,2025-09-12
RF-PROD-2025-09,A1,-11,-48,1,21.68,2.889,18.08,41.96,25,2025-09-12
RF-PROD-2025-09,A1,-10,-48,1,21.82,2.502,18.07,39.49,25,2025-09-12
RF-PROD-2025-09,A1,-9,-48,1,22.25,2.317,18.22,40.96,25,2025-09-12
RF-PROD-2025-09,A1,-8,-48,1,22.08,3.418,18.49,44.01,25,2025-09-12
RF-PROD-2025-09,A1,-7,-48,1,22.14,2.891,18.42,41.42,25,2025-09-12
RF-PROD-2025-09,A1,-6,-48,1,22.11,2.073,18.52,41.96,25,2025-09-12
RF-PROD-2025-09,A1,-5,-48,1,22.65,2.971,17.37,43.62,25,2025-09-12
RF-PROD-2025-09,A1,-4,-48,1,21.46,3.214,18.28,41.20,25,2025-09-12
RF-PROD-2025-09,A1,-3,-48,1,21.92,3.149,18.26,40.88,25,2025-09-12
RF-PROD-2025-09,A1,-2,-48,1,22.51,2.240,18.33,41.62,25,2025-09-12
RF-PROD-2025-09,A1,-1,-48,1,22.93,3.260,17.28,41.20,25,2025-09-12
RF-PROD-2025-09,A1,0,-48,1,22.34,2.522,17.74,43.11,25,2025-09-12
RF-PROD-2025-09,A1,1,-48,1,23.43,2.892,18.02,42.51,25,2025-09-12
RF-PROD-2025-09,A1,2,-48,1,22.51,2.891,18.65,43.93,25,2025-09-12
RF-PROD-2025-09,A1,3,-48,1,22.65,2.723,18.11,41.80,25,2025-09-12
RF-PROD-2025-09,A1,4,-48,1,22.28,3.056,18.13,42.55,25,2025-09-12
RF-PROD-2025-09,A1,5,-48,1,23.09,2.898,18.40,43.45,25,2025-09-12
RF-PROD-2025-09,A1,6,-48,1,22.16,2.707,18.56,45.17,25,2025-09-12
RF-PROD-2025-09,A1,7,-48,1,21.93,3.081,17.88,39.91,25,2025-09-12
RF-PROD-2025-09,A1,8,-48,1,22.73,2.781,18.24,41.74,25,2025-09-12
RF-PROD-2025-09,A1,9,-48,1,22.84,2.844,18.98,42.52,25,2025-09-12
RF-PROD-2025-09,A1,10,-48,1,22.62,2.387,18.50,42.19,25,2025-09-12
RF-PROD-2025-09,A1,11,-48,1,22.23,2.401,18.23,42.01,25,2025-09-12
RF-PROD-2025-09,A1,12,-48,1,23.46,2.513,18.18,41.30,25,2025-09-12
RF-PROD-2025-09,A1,13,-48,1,22.21,2.834,18.81,39.76,25,2025-09-12
RF-PROD-2025-09,A1,14,-48,1,23.03,2.444,19.14,41.14,25,2025-09-12
RF-PROD-2025-09,A1,15,-48,10,15.95,4.672,9.60,38.31,25,2025-09-12
RF-PROD-2025-09,A1,16,-48,12,12.69,4.115,10.25,38.15,25,2025-09-12
RF-PROD-2025-09,A1,17,-48,11,13.86,4.998,9.92,39.72,25,2025-09-12
RF-PROD-2025-09,A1,18,-48,1,22.31,2.240,18.80,40.89,25,2025-09-12
RF-PROD-2025-09,A1,19,-48,1,24.00,2.971,18.33,42.63,25,2025-09-12
RF-PROD-2025-09,A1,20,-48,11,14.49,8.103,9.82,38.32,25,2025-09-12
RF-PROD-2025-09,A1,-21,-47,20,14.55,5.512,9.83,40.13,25,2025-09-12
RF-PROD-2025-09,A1,-20,-47,10,13.04,3.839,8.90,39.65,25,2025-09-12
RF-PROD-2025-09,A1,-19,-47,12,15.71,5.513,9.59,39.45,25,2025-09-12
RF-PROD-2025-09,A1,-18,-47,1,22.93,3.273,17.84,42.56,25,2025-09-12
RF-PROD-2025-09,A1,-17,-47,1,22.76,3.069,18.42,41.96,25,2025-09-12
RF-PROD-2025-09,A1,-16,-47,1,21.68,2.575,18.13,41.83,25,2025-09-12
RF-PROD-2025-09,A1,-15,-47,1,23.20,3.308,18.64,42.33,25,2025-09-12
RF-PROD-2025-09,A1,-14,-47,1,22.29,3.350,18.00,42.36,25,2025-09-12
RF-PROD-2025-09,A1,-13,-47,1,22.24,2.199,18.13,41.89,25,2025-09-12
RF-PROD-2025-09,A1,-12,-47,1,22.91,3.190,18.12,40.62,25,2025-09-12
RF-PROD-2025-09,A1,-11,-47,1,22.88,2.479,18.10,40.11,25,2025-09-12
RF-PROD-2025-09,A1,-10,-47,1,21.76,2.873,18.24,45.84,25,2025-09-12
RF-PROD-2025-09,A1,-9,-47,1,22.33,2.839,18.66,43.00,25,2025-09-12
RF-PROD-2025-09,A1,-8,-47,1,22.45,2.830,18.08,41.58,25,2025-09-12
RF-PROD-2025-09,A1,-7,-47,1,23.48,3.098,18.44,42.75,25,2025-09-12
RF-PROD-2025-09,A1,-6,-47,1,22.41,2.233,18.17,42.19,25,2025-09-12
RF-PROD-2025-09,A1,-5,-47,1,22.31,2.412,18.48,42.81,25,2025-09-12
RF-PROD-2025-09,A1,-4,-47,1,22.34,2.709,17.85,41.26,25,2025-09-12
RF-PROD-2025-09,A1,-3,-47,1,22.45,2.614,18.68,42.84,25,2025-09-12
RF-PROD-2025-09,A1,-2,-47,1,22.76,2.771,18.48,44.37,25,2025-09-12
RF-PROD-2025-09,A1,-1,-47,1,23.72,2.852,18.14,42.85,25,2025-09-12
RF-PROD-2025-09,A1,0,-47,1,22.50,3.189,18.05,39.65,25,2025-09-12
RF-PROD-2025-09,A1,1,-47,1,21.31,3.203,17.54,40.62,25,2025-09-12
RF-PROD-2025-09,A1,2,-47,1,22.38,2.658,18.13,41.75,25,2025-09-12
RF-PROD-2025-09,A1,3,-47,1,23.25,3.580,18.66,42.65,25,2025-09-12
RF-PROD-2025-09,A1,4,-47,1,21.25,2.539,18.12,42.37,25,2025-09-12
RF-PROD-2025-09,A1,5,-47,1,24.00,2.770,17.97,42.36,25,2025-09-12
RF-PROD-2025-09,A1,6,-47,1,22.40,3.056,18.56,41.54,25,2025-09-12
RF-PROD-2025-09,A1,7,-47,1,22.41,2.677,18.30,41.24,25,2025-09-12
RF-PROD-2025-09,A1,8,-47,1,23.59,2.674,19.03,41.64,25,2025-09-12
RF-PROD-2025-09,A1,9,-47,1,22.12,2.857,18.46,44.66,25,2025-09-12
RF-PROD-2025-09,A1,10,-47,1,23.40,2.626,18.59,43.12,25,2025-09-12
RF-PROD-2025-09,A1,11,-47,1,22.67,2.408,17.96,41.52,25,2025-09-12
RF-PROD-2025-09,A1,12,-47,1,23.00,2.914,17.87,41.58,25,2025-09-12
RF-PROD-2025-09,A1,13,-47,1,21.65,2.626,18.20,40.73,25,2025-09-12
RF-PROD-2025-09,A1,14,-47,1,23.03,3.174,18.30,41.51,25,2025-09-12
RF-PROD-2025-09,A1,15,-47,1,22.17,2.811,18.64,41.70,25,2025-09-12
RF-PROD-2025-09,A1,16,-47,1,22.46,2.938,18.49,43.43,25,2025-09-12
RF-PROD-2025-09,A1,17,-47,11,16.03,4.695,10.42,38.42,25,2025-09-12
RF-PROD-2025-09,A1,18,-47,1,21.96,3.050,18.67,40.02,25,2025-09-12
RF-PROD-2025-09,A1,19,-47,12,12.51,5.231,9.98,37.93,25,2025-09-12
RF-PROD-2025-09,A1,20,-47,10,14.85,4.745,10.52,37.04,25,2025-09-12
RF-PROD-2025-09,A1,21,-47,12,18.15,5.724,9.61,38.13,25,2025-09-12
RF-PROD-2025-09,A1,-22,-46,1,21.94,2.905,17.64,41.45,25,2025-09-12
RF-PROD-2025-09,A1,-21,-46,1,22.44,3.520,18.16,40.36,25,2025-09-12
RF-PROD-2025-09,A1,-20,-46,12,10.17,4.916,9.72,35.95,25,2025-09-12
RF-PROD-2025-09,A1,-19,-46,1,22.75,2.901,18.76,43.60,25,2025-09-12
RF-PROD-2025-09,A1,-18,-46,1,22.00,2.636,17.85,45.07,25,2025-09-12
RF-PROD-2025-09,A1,-17,-46,1,23.60,2.769,18.25,40.56,25,2025-09-12
RF-PROD-2025-09,A1,-16,-46,1,21.88,2.468,18.20,41.54,25,2025-09-12
RF-PROD-2025-09,A1,-15,-46,1,21.72,3.402,18.69,41.88,25,2025-09-12
RF-PROD-2025-09,A1,-14,-46,1,22.49,2.920,17.95,42.63,25,2025-09-12
RF-PROD-2025-09,A1,-13,-46,1,22.25,3.098,18.44,41.62,25,2025-09-12
RF-PROD-2025-09,A1,-12,-46,12,11.76,4.265,9.49,36.59,25,2025-09-12
RF-PROD-2025-09,A1,-11,-46,1,22.19,2.621,18.31,40.60,25,2025-09-12
RF-PROD-2025-09,A1,-10,-46,1,22.14,2.732,18.34,40.71,25,2025-09-12
RF-PROD-2025-09,A1,-9,-46,1,22.50,2.951,18.20,44.17,25,2025-09-12
RF-PROD-2025-09,A1,-8,-46,1,22.84,3.097,17.42,41.77,25,2025-09-12
RF-PROD-2025-09,A1,-7,-46,1,23.38,2.605,18.68,45.95,25,2025-09-12
RF-PROD-2025-09,A1,-6,-46,1,21.56,2.891,18.08,42.08,25,2025-09-12
RF-PROD-2025-09,A1,-5,-46,1,24.33,2.664,17.71,41.08,25,2025-09-12
RF-PROD-2025-09,A1,-4,-46,1,22.53,2.266,18.25,46.24,25,2025-09-12
RF-PROD-2025-09,A1,-3,-46,1,21.82,2.638,18.13,39.52,25,2025-09-12
RF-PROD-2025-09,A1,-2,-46,1,21.99,2.536,18.21,40.30,25,2025-09-12
RF-PROD-2025-09,A1,-1,-46,1,22.47,3.126,18.10,42.61,25,2025-09-12
RF-PROD-2025-09,A1,0,-46,1,21.84,2.951,17.87,43.58,25,2025-09-12
RF-PROD-2025-09,A1,1,-46,1,21.77,2.824,18.54,44.12,25,2025-09-12
RF-PROD-2025-09,A1,2,-46,1,22.54,2.501,18.04,40.61,25,2025-09-12
RF-PROD-2025-09,A1,3,-46,1,21.81,3.237,17.92,41.91,25,2025-09-12
RF-PROD-2025-09,A1,4,-46,1,23.18,3.131,18.66,41.03,25,2025-09-12
RF-PROD-2025-09,A1,5,-46,1,22.15,2.931,18.32,43.68,25,2025-09-12
RF-PROD-2025-09,A1,6,-46,1,22.10,2.694,18.28,40.69,25,2025-09-12
RF-PROD-2025-09,A1,7,-46,1,22.92,2.773,18.25,43.41,25,2025-09-12
RF-PROD-2025-09,A1,8,-46,1,22.59,2.746,19.00,41.43,25,2025-09-12
RF-PROD-2025-09,A1,9,-46,1,22.39,2.994,18.87,45.77,25,2025-09-12
RF-PROD-2025-09,A1,10,-46,1,21.48,2.800,18.45,42.78,25,2025-09-12
RF-PROD-2025-09,A1,11,-46,1,21.40,2.579,18.53,40.90,25,2025-09-12
RF-PROD-2025-09,A1,12,-46,1,22.24,3.078,18.05,42.40,25,2025-09-12
RF-PROD-2025-09,A1,13,-46,1,23.35,3.378,18.80,42.59,25,2025-09-12
RF-PROD-2025-09,A1,14,-46,1,22.49,3.345,18.76,40.95,25,2025-09-12
RF-PROD-2025-09,A1,15,-46,1,23.34,2.939,18.44,40.64,25,2025-09-12
RF-PROD-2025-09,A1,16,-46,1,22.38,2.542,18.54,41.40,25,2025-09-12
RF-PROD-2025-09,A1,17,-46,1,23.44,2.522,19.04,42.51,25,2025-09-12
RF-PROD-2025-09,A1,18,-46,1,22.91,2.428,18.51,42.04,25,2025-09-12
RF-PROD-2025-09,A1,19,-46,11,14.93,5.370,10.37,39.55,25,2025-09-12
RF-PROD-2025-09,A1,20,-46,1,22.52,2.645,18.52,42.39,25,2025-09-12
RF-PROD-2025-09,A1,21,-46,12,13.54,4.956,9.93,39.33,25,2025-09-12
RF-PROD-2025-09,A1,22,-46,20,12.51,5.411,9.60,37.96,25,2025-09-12
RF-PROD-2025-09,A1,-24,-45,1,22.47,2.389,17.64,40.03,25,2025-09-12
RF-PROD-2025-09,A1,-23,-45,1,22.09,3.001,18.08,42.88,25,2025-09-12
RF-PROD-2025-09,A1,-22,-45,20,16.64,6.332,9.89,39.64,25,2025-09-12
RF-PROD-2025-09,A1,-21,-45,1,22.75,2.993,18.53,39.38,25,2025-09-12
RF-PROD-2025-09,A1,-20,-45,1,22.64,2.787,18.31,40.56,25,2025-09-12
RF-PROD-2025-09,A1,-19,-45,1,22.77,2.677,18.36,41.71,25,2025-09-12
RF-PROD-2025-09,A1,-18,-45,1,21.93,2.652,18.55,41.57,25,2025-09-12
RF-PROD-2025-09,A1,-17,-45,1,23.13,2.439,18.06,42.57,25,2025-09-12
RF-PROD-2025-09,A1,-16,-45,1,22.33,2.319,18.52,44.00,25,2025-09-12
RF-PROD-2025-09,A1,-15,-45,1,22.46,3.192,18.23,45.16,25,2025-09-12
RF-PROD-2025-09,A1,-14,-45,1,22.23,2.643,18.15,40.81,25,2025-09-12
RF-PROD-2025-09,A1,-13,-45,1,21.34,2.806,18.89,44.87,25,2025-09-12
RF-PROD-2025-09,A1,-12,-45,1,21.83,2.477,18.19,41.97,25,2025-09-12
RF-PROD-2025-09,A1,-11,-45,1,22.76,3.322,18.56,39.62,25,2025-09-12
RF-PROD-2025-09,A1,-10,-45,1,22.58,2.504,17.91,42.07,25,2025-09-12
RF-PROD-2025-09,A1,-9,-45,1,23.48,2.393,18.47,42.38,25,2025-09-12
RF-PROD-2025-09,A1,-8,-45,1,23.48,2.936,17.08,42.86,25,2025-09-12
RF-PROD-2025-09,A1,-7,-45,1,21.77,2.885,17.27,43.19,25,2025-09-12
RF-PROD-2025-09,A1,-6,-45,1,21.64,2.207,18.48,41.30,25,2025-09-12
RF-PROD-2025-09,A1,-5,-45,1,22.75,2.266,18.32,40.87,25,2025-09-12
RF-PROD-2025-09,A1,-4,-45,1,22.37,2.941,18.31,42.35,25,2025-09-12
RF-PROD-2025-09,A1,-3,-45,1,22.10,2.731,18.51,40.94,25,2025-09-12
RF-PROD-2025-09,A1,-2,-45,1,22.68,2.780,18.21,42.07,25,2025-09-12
RF-PROD-2025-09,A1,-1,-45,1,22.40,2.670,17.69,41.03,25,2025-09-12
RF-PROD-2025-09,A1,0,-45,1,22.31,3.032,19.20,42.98,25,2025-09-12
