LOT_ID,WAFER_ID,XSTEP,YSTEP,HARD_BIN,DEVICE_TYPE,OPERATOR,TEST_DATE
QUAL-2024-001,QV-01,22,-10,2,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-21,-9,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-18,-9,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-13,-9,2,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-10,-9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-4,-9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,3,-9,2,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,8,-9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,13,-9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,14,-9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,17,-9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-22,-8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-20,-8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-10,-8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-9,-8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-5,-8,2,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-3,-8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-1,-8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,0,-8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,1,-8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,2,-8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,9,-8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,17,-8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,23,-8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,24,-8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-17,-7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-16,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-15,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-13,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-1,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,0,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,3,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,7,-7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,8,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,16,-7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,18,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,21,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,22,-7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,23,-7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-25,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-19,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-17,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-16,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-13,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-9,-6,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-8,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,1,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,2,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,11,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,12,-6,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,16,-6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,24,-6,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-26,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-25,-5,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-24,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-21,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-20,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-18,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-15,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-14,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-10,-5,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-9,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-2,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,4,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,6,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,8,-5,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,12,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,18,-5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,23,-5,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-23,-4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-22,-4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-21,-4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-20,-4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-17,-4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-16,-4,2,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-5,-4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-3,-4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-2,-4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,14,-4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,19,-4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,20,-4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,21,-4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-26,-3,2,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-25,-3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-18,-3,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-11,-3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-7,-3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-5,-3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-1,-3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,7,-3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,9,-3,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,19,-3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,21,-3,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,25,-3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-21,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-18,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-12,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-6,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-3,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-2,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,4,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,6,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,9,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,10,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,16,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,18,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,20,-2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,24,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,25,-2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-26,-1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-25,-1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-23,-1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-19,-1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-2,-1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-1,-1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,4,-1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,11,-1,2,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,15,-1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,16,-1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,18,-1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,21,-1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,27,-1,3,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-25,0,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-24,0,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-21,0,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-20,0,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-14,0,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-13,0,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-12,0,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-10,0,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-3,0,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,0,0,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,2,0,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,5,0,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,23,0,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,27,0,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-27,1,2,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-26,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-25,1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-21,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-19,1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-18,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-13,1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-7,1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-4,1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,0,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,2,1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,4,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,6,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,9,1,2,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,10,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,11,1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,16,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,17,1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,21,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,23,1,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,27,1,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-23,2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-20,2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-5,2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-4,2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-2,2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,1,2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,3,2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,4,2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,5,2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,7,2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,10,2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,13,2,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,17,2,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-22,3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-20,3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-18,3,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-13,3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-12,3,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-8,3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-7,3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-2,3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-1,3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,0,3,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,9,3,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,12,3,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,14,3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,15,3,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,25,3,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-24,4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-22,4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-9,4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-8,4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-7,4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-5,4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,1,4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,2,4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,9,4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,23,4,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,24,4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,25,4,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-23,5,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-13,5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,2,5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,14,5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,16,5,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,18,5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,22,5,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,24,5,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-20,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-17,6,3,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-16,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-11,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-10,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-6,6,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-4,6,3,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-1,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,0,6,3,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,1,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,9,6,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,13,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,17,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,19,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,20,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,21,6,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,22,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,23,6,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-19,7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-13,7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-12,7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-9,7,2,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-6,7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,5,7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,11,7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,14,7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,17,7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,22,7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,23,7,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,24,7,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-23,8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-22,8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-19,8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-16,8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-10,8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-8,8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-4,8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-2,8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,1,8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,4,8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,6,8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,11,8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,19,8,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,20,8,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,21,8,2,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,24,8,3,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-22,9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-21,9,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-20,9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-17,9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-16,9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-14,9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-4,9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,-2,9,1,DUT_A,JSMITH,2024-11-15
QUAL-2024-001,QV-01,12,9,1,DUT_B,JSMITH,2024-11-15
QUAL-2024-001,QV-01,17,9,1,DUT_A,JSMITH,2024-11-15
